Time,Humditiy
2023-01-27-4:8,52.64
2023-01-27-4:23,54.25
2023-01-27-4:38,50.64
2023-01-27-4:53,42.25
2023-01-27-5:8,49.94
2023-01-27-5:23,44.24
2023-01-27-5:38,53.06
2023-01-27-5:53,47.02
2023-01-27-6:8,42.38
2023-01-27-6:23,49.08
2023-01-27-6:38,54.54
2023-01-27-6:53,45.5
2023-01-27-7:8,41.12
2023-01-27-7:24,45.33
2023-01-27-7:39,41.64
2023-01-27-7:54,50.02
2023-01-27-8:9,49.61
2023-01-27-8:24,41.71
2023-01-27-8:39,51.67
2023-01-27-8:54,43.65
2023-01-27-9:9,46.48
2023-01-27-9:24,53.16
2023-01-27-9:39,47.61
2023-01-27-9:54,51.69
2023-01-27-10:9,46.97
2023-01-27-10:24,48.75
2023-01-27-10:39,41.61
2023-01-27-10:54,54.38
2023-01-27-11:9,43.31
2023-01-27-11:24,47.67
2023-01-27-11:39,52.93
2023-01-27-11:55,50.61
2023-01-27-12:10,46.7
2023-01-27-12:25,42.89
2023-01-27-12:40,48.92
2023-01-27-12:55,47.19
2023-01-27-13:10,42.99
2023-01-27-13:25,41.16
2023-01-27-13:40,46.22
2023-01-27-13:55,43.08
2023-01-27-14:10,45.82
2023-01-27-14:25,45.86
2023-01-27-14:40,52.12
2023-01-27-14:55,50.01
2023-01-27-15:10,53.61
2023-01-27-15:25,47.15
2023-01-27-15:40,41.32
2023-01-27-15:55,48.18
2023-01-27-16:10,50.4
2023-01-27-16:25,54.59
2023-01-27-16:40,46.41
2023-01-27-16:55,54.06
2023-01-27-17:10,53.38
2023-01-27-17:25,48.14
2023-01-27-17:41,50.62
2023-01-27-17:56,49.45
2023-01-27-18:11,49.39
2023-01-27-18:26,42.44
2023-01-27-18:41,49.79
2023-01-27-18:56,42.58
2023-01-27-19:11,51.27
2023-01-27-19:26,49.78
2023-01-27-19:41,45.43
2023-01-27-19:56,46.14
2023-01-27-20:11,42.69
2023-01-27-20:26,41.28
2023-01-27-20:41,48.44
2023-01-27-20:56,54.32
2023-01-27-21:11,53.1
2023-01-27-21:27,43.0
2023-01-27-21:42,44.98
2023-01-27-21:57,49.89
2023-01-27-22:12,46.92
2023-01-27-22:27,49.2
2023-01-27-22:42,50.49
2023-01-27-22:57,43.7
2023-01-27-23:12,49.16
2023-01-27-23:27,48.5
2023-01-27-23:42,42.82
2023-01-27-23:57,48.42
2023-01-28-0:7,42.35
2023-01-28-0:22,49.93
2023-01-28-0:37,45.63
2023-01-28-0:52,51.93
2023-01-28-1:7,51.23
2023-01-28-1:22,53.54
2023-01-28-1:37,41.03
2023-01-28-1:53,52.02
2023-01-28-2:8,42.12
2023-01-28-2:23,46.12
2023-01-28-2:38,47.92
2023-01-28-2:53,41.14
2023-01-28-3:8,50.66
2023-01-28-3:23,47.01
2023-01-28-3:38,51.12
2023-01-28-3:53,42.02
2023-01-28-4:8,52.64
2023-01-28-4:23,54.25
2023-01-28-4:38,50.64
2023-01-28-4:53,42.25
2023-01-28-5:8,49.94
2023-01-28-5:23,44.24
2023-01-28-5:38,53.06
2023-01-28-5:53,47.02
2023-01-28-6:8,42.38
2023-01-28-6:23,49.08
2023-01-28-6:38,54.54
2023-01-28-6:53,45.5
2023-01-28-7:8,41.12
2023-01-28-7:24,45.33
2023-01-28-7:39,41.64
2023-01-28-7:54,50.02
2023-01-28-8:9,49.61
2023-01-28-8:24,41.71
2023-01-28-8:39,51.67
2023-01-28-8:54,43.65
2023-01-28-9:9,46.48
2023-01-28-9:24,53.16
2023-01-28-9:39,47.61
2023-01-28-9:54,51.69
2023-01-28-10:9,46.97
2023-01-28-10:24,48.75
2023-01-28-10:39,41.61
2023-01-28-10:54,54.38
2023-01-28-11:9,43.31
2023-01-28-11:24,47.67
2023-01-28-11:39,52.93
2023-01-28-11:55,50.61
2023-01-28-12:10,46.7
2023-01-28-12:25,42.89
2023-01-28-12:40,48.92
2023-01-28-12:55,47.19
2023-01-28-13:10,42.99
2023-01-28-13:25,41.16
2023-01-28-13:40,46.22
2023-01-28-13:55,43.08
2023-01-28-14:10,45.82
2023-01-28-14:25,45.86
2023-01-28-14:40,52.12
2023-01-28-14:55,50.01
2023-01-28-15:10,53.61
2023-01-28-15:25,47.15
2023-01-28-15:40,41.32
2023-01-28-15:55,48.18
2023-01-28-16:10,50.4
2023-01-28-16:25,54.59
2023-01-28-16:40,46.41
2023-01-28-16:55,54.06
2023-01-28-17:10,53.38
2023-01-28-17:25,48.14
2023-01-28-17:41,50.62
2023-01-28-17:56,49.45
2023-01-28-18:11,49.39
2023-01-28-18:26,42.44
2023-01-28-18:41,49.79
2023-01-28-18:56,42.58
2023-01-28-19:11,51.27
2023-01-28-19:26,49.78
2023-01-28-19:41,45.43
2023-01-28-19:56,46.14
2023-01-28-20:11,42.69
2023-01-28-20:26,41.28
2023-01-28-20:41,48.44
2023-01-28-20:56,54.32
2023-01-28-21:11,53.1
2023-01-28-21:27,43.0
2023-01-28-21:42,44.98
2023-01-28-21:57,49.89
2023-01-28-22:12,46.92
2023-01-28-22:27,49.2
2023-01-28-22:42,50.49
2023-01-28-22:57,43.7
2023-01-28-23:12,49.16
2023-01-28-23:27,48.5
2023-01-28-23:42,42.82
2023-01-28-23:57,48.42
2023-01-29-0:7,42.35
2023-01-29-0:22,49.93
2023-01-29-0:37,45.63
2023-01-29-0:52,51.93
2023-01-29-1:7,51.23
2023-01-29-1:22,53.54
2023-01-29-1:37,41.03
2023-01-29-1:53,52.02
2023-01-29-2:8,42.12
2023-01-29-2:23,46.12
2023-01-29-2:38,47.92
2023-01-29-2:53,41.14
2023-01-29-3:8,50.66
2023-01-29-3:23,47.01
2023-01-29-3:38,51.12
2023-01-29-3:53,42.02
2023-01-29-4:8,52.64
2023-01-29-4:23,54.25
2023-01-29-4:38,50.64
2023-01-29-4:53,42.25
2023-01-29-5:8,49.94
2023-01-29-5:23,44.24
2023-01-29-5:38,53.06
2023-01-29-5:53,47.02
2023-01-29-6:8,42.38
2023-01-29-6:23,49.08
2023-01-29-6:38,54.54
2023-01-29-6:53,45.5
2023-01-29-7:8,41.12
2023-01-29-7:24,45.33
2023-01-29-7:39,41.64
2023-01-29-7:54,50.02
2023-01-29-8:9,49.61
2023-01-29-8:24,41.71
2023-01-29-8:39,51.67
2023-01-29-8:54,43.65
2023-01-29-9:9,46.48
2023-01-29-9:24,53.16
2023-01-29-9:39,47.61
2023-01-29-9:54,51.69
2023-01-29-10:9,46.97
2023-01-29-10:24,48.75
2023-01-29-10:39,41.61
2023-01-29-10:54,54.38
2023-01-29-11:9,43.31
2023-01-29-11:24,47.67
2023-01-29-11:39,52.93
2023-01-29-11:55,50.61
2023-01-29-12:10,46.7
2023-01-29-12:25,42.89
2023-01-29-12:40,48.92
2023-01-29-12:55,47.19
2023-01-29-13:10,42.99
2023-01-29-13:25,41.16
2023-01-29-13:40,46.22
2023-01-29-13:55,43.08
2023-01-29-14:10,45.82
2023-01-29-14:25,45.86
2023-01-29-14:40,52.12
2023-01-29-14:55,50.01
2023-01-29-15:10,53.61
2023-01-29-15:25,47.15
2023-01-29-15:40,41.32
2023-01-29-15:55,48.18
2023-01-29-16:10,50.4
2023-01-29-16:25,54.59
2023-01-29-16:40,46.41
2023-01-29-16:55,54.06
2023-01-29-17:10,53.38
2023-01-29-17:25,48.14
2023-01-29-17:41,50.62
2023-01-29-17:56,49.45
2023-01-29-18:11,49.39
2023-01-29-18:26,42.44
2023-01-29-18:41,49.79
2023-01-29-18:56,42.58
2023-01-29-19:11,51.27
2023-01-29-19:26,49.78
2023-01-29-19:41,45.43
2023-01-29-19:56,46.14
2023-01-29-20:11,42.69
2023-01-29-20:26,41.28
2023-01-29-20:41,48.44
2023-01-29-20:56,54.32
2023-01-29-21:11,53.1
2023-01-29-21:27,43.0
2023-01-29-21:42,44.98
2023-01-29-21:57,49.89
2023-01-29-22:12,46.92
2023-01-29-22:27,49.2
2023-01-29-22:42,50.49
2023-01-29-22:57,43.7
2023-01-29-23:12,49.16
2023-01-29-23:27,48.5
2023-01-29-23:42,42.82
2023-01-29-23:57,48.42
2023-01-30-0:7,42.35
2023-01-30-0:22,49.93
2023-01-30-0:37,45.63
2023-01-30-0:52,51.93
2023-01-30-1:7,51.23
2023-01-30-1:22,53.54
2023-01-30-1:37,41.03
2023-01-30-1:53,52.02
2023-01-30-2:8,42.12
2023-01-30-2:23,46.12
2023-01-30-2:38,47.92
2023-01-30-2:53,41.14
2023-01-30-3:8,50.66
2023-01-30-3:23,47.01
2023-01-30-3:38,51.12
2023-01-30-3:53,42.02
2023-01-30-4:8,52.64
2023-01-30-4:23,54.25
2023-01-30-4:38,50.64
2023-01-30-4:53,42.25
2023-01-30-5:8,49.94
2023-01-30-5:23,44.24
2023-01-30-5:38,53.06
2023-01-30-5:53,47.02
2023-01-30-6:8,42.38
2023-01-30-6:23,49.08
2023-01-30-6:38,54.54
2023-01-30-6:53,45.5
2023-01-30-7:8,41.12
2023-01-30-7:24,45.33
2023-01-30-7:39,41.64
2023-01-30-7:54,50.02
2023-01-30-8:9,49.61
2023-01-30-8:24,41.71
2023-01-30-8:39,51.67
2023-01-30-8:54,43.65
2023-01-30-9:9,46.48
2023-01-30-9:24,53.16
2023-01-30-9:39,47.61
2023-01-30-9:54,51.69
2023-01-30-10:9,46.97
2023-01-30-10:24,48.75
2023-01-30-10:39,41.61
2023-01-30-10:54,54.38
2023-01-30-11:9,43.31
2023-01-30-11:24,47.67
2023-01-30-11:39,52.93
2023-01-30-11:55,50.61
2023-01-30-12:10,46.7
2023-01-30-12:25,42.89
2023-01-30-12:40,48.92
2023-01-30-12:55,47.19
2023-01-30-13:10,42.99
2023-01-30-13:25,41.16
2023-01-30-13:40,46.22
2023-01-30-13:55,43.08
2023-01-30-14:10,45.82
2023-01-30-14:25,45.86
2023-01-30-14:40,52.12
2023-01-30-14:55,50.01
2023-01-30-15:10,53.61
2023-01-30-15:25,47.15
2023-01-30-15:40,41.32
2023-01-30-15:55,48.18
2023-01-30-16:10,50.4
2023-01-30-16:25,54.59
2023-01-30-16:40,46.41
2023-01-30-16:55,54.06
2023-01-30-17:10,53.38
2023-01-30-17:25,48.14
2023-01-30-17:41,50.62
2023-01-30-17:56,49.45
2023-01-30-18:11,49.39
2023-01-30-18:26,42.44
2023-01-30-18:41,49.79
2023-01-30-18:56,42.58
2023-01-30-19:11,51.27
2023-01-30-19:26,49.78
2023-01-30-19:41,45.43
2023-01-30-19:56,46.14
2023-01-30-20:11,42.69
2023-01-30-20:26,41.28
2023-01-30-20:41,48.44
2023-01-30-20:56,54.32
2023-01-30-21:11,53.1
2023-01-30-21:27,43.0
2023-01-30-21:42,44.98
2023-01-30-21:57,49.89
2023-01-30-22:12,46.92
2023-01-30-22:27,49.2
2023-01-30-22:42,50.49
2023-01-30-22:57,43.7
2023-01-30-23:12,49.16
2023-01-30-23:27,48.5
2023-01-30-23:42,42.82
2023-01-30-23:57,48.42
2023-01-31-0:7,42.35
2023-01-31-0:22,49.93
2023-01-31-0:37,45.63
2023-01-31-0:52,51.93
2023-01-31-1:7,51.23
2023-01-31-1:22,53.54
2023-01-31-1:37,41.03
2023-01-31-1:53,52.02
2023-01-31-2:8,42.12
2023-01-31-2:23,46.12
2023-01-31-2:38,47.92
2023-01-31-2:53,41.14
2023-01-31-3:8,50.66
2023-01-31-3:23,47.01
2023-01-31-3:38,51.12
2023-01-31-3:53,42.02
2023-01-31-4:8,52.64
2023-01-31-4:23,54.25
2023-01-31-4:38,50.64
2023-01-31-4:53,42.25
2023-01-31-5:8,49.94
2023-01-31-5:23,44.24
2023-01-31-5:38,53.06
2023-01-31-5:53,47.02
2023-01-31-6:8,42.38
2023-01-31-6:23,49.08
2023-01-31-6:38,54.54
2023-01-31-6:53,45.5
2023-01-31-7:8,41.12
2023-01-31-7:24,45.33
2023-01-31-7:39,41.64
2023-01-31-7:54,50.02
2023-01-31-8:9,49.61
2023-01-31-8:24,41.71
2023-01-31-8:39,51.67
2023-01-31-8:54,43.65
2023-01-31-9:9,46.48
2023-01-31-9:24,53.16
2023-01-31-9:39,47.61
2023-01-31-9:54,51.69
2023-01-31-10:9,46.97
2023-01-31-10:24,48.75
2023-01-31-10:39,41.61
2023-01-31-10:54,54.38
2023-01-31-11:9,43.31
2023-01-31-11:24,47.67
2023-01-31-11:39,52.93
2023-01-31-11:55,50.61
2023-01-31-12:10,46.7
2023-01-31-12:25,42.89
2023-01-31-12:40,48.92
2023-01-31-12:55,47.19
2023-01-31-13:10,42.99
2023-01-31-13:25,41.16
2023-01-31-13:40,46.22
2023-01-31-13:55,43.08
2023-01-31-14:10,45.82
2023-01-31-14:25,45.86
2023-01-31-14:40,52.12
2023-01-31-14:55,50.01
2023-01-31-15:10,53.61
2023-01-31-15:25,47.15
2023-01-31-15:40,41.32
2023-01-31-15:55,48.18
2023-01-31-16:10,50.4
2023-01-31-16:25,54.59
2023-01-31-16:40,46.41
2023-01-31-16:55,54.06
2023-01-31-17:10,53.38
2023-01-31-17:25,48.14
2023-01-31-17:41,50.62
2023-01-31-17:56,49.45
2023-01-31-18:11,49.39
2023-01-31-18:26,42.44
2023-01-31-18:41,49.79
2023-01-31-18:56,42.58
2023-01-31-19:11,51.27
2023-01-31-19:26,49.78
2023-01-31-19:41,45.43
2023-01-31-19:56,46.14
2023-01-31-20:11,42.69
2023-01-31-20:26,41.28
2023-01-31-20:41,48.44
2023-01-31-20:56,54.32
2023-01-31-21:11,53.1
2023-01-31-21:27,43.0
2023-01-31-21:42,44.98
2023-01-31-21:57,49.89
2023-01-31-22:12,46.92
2023-01-31-22:27,49.2
2023-01-31-22:42,50.49
2023-01-31-22:57,43.7
2023-01-31-23:12,49.16
2023-01-31-23:27,48.5
2023-01-31-23:42,42.82
2023-01-31-23:57,48.42
2023-02-01-0:7,42.35
2023-02-01-0:22,49.93
2023-02-01-0:37,45.63
2023-02-01-0:52,51.93
2023-02-01-1:7,51.23
2023-02-01-1:22,53.54
2023-02-01-1:37,41.03
2023-02-01-1:53,52.02
2023-02-01-2:8,42.12
2023-02-01-2:23,46.12
2023-02-01-2:38,47.92
2023-02-01-2:53,41.14
2023-02-01-3:8,50.66
2023-02-01-3:23,47.01
2023-02-01-3:38,51.12
2023-02-01-3:53,42.02
2023-02-01-4:8,52.64
2023-02-01-4:23,54.25
2023-02-01-4:38,50.64
2023-02-01-4:53,42.25
2023-02-01-5:8,49.94
2023-02-01-5:23,44.24
2023-02-01-5:38,53.06
2023-02-01-5:53,47.02
2023-02-01-6:8,42.38
2023-02-01-6:23,49.08
2023-02-01-6:38,54.54
2023-02-01-6:53,45.5
2023-02-01-7:8,41.12
2023-02-01-7:24,45.33
2023-02-01-7:39,41.64
2023-02-01-7:54,50.02
2023-02-01-8:9,49.61
2023-02-01-8:24,41.71
2023-02-01-8:39,51.67
2023-02-01-8:54,43.65
2023-02-01-9:9,46.48
2023-02-01-9:24,53.16
2023-02-01-9:39,47.61
2023-02-01-9:54,51.69
2023-02-01-10:9,46.97
2023-02-01-10:24,48.75
2023-02-01-10:39,41.61
2023-02-01-10:54,54.38
2023-02-01-11:9,43.31
2023-02-01-11:24,47.67
2023-02-01-11:39,52.93
2023-02-01-11:55,50.61
2023-02-01-12:10,46.7
2023-02-01-12:25,42.89
2023-02-01-12:40,48.92
2023-02-01-12:55,47.19
2023-02-01-13:10,42.99
2023-02-01-13:25,41.16
2023-02-01-13:40,46.22
2023-02-01-13:55,43.08
2023-02-01-14:10,45.82
2023-02-01-14:25,45.86
2023-02-01-14:40,52.12
2023-02-01-14:55,50.01
2023-02-01-15:10,53.61
2023-02-01-15:25,47.15
2023-02-01-15:40,41.32
2023-02-01-15:55,48.18
2023-02-01-16:10,50.4
2023-02-01-16:25,54.59
2023-02-01-16:40,46.41
2023-02-01-16:55,54.06
2023-02-01-17:10,53.38
2023-02-01-17:25,48.14
2023-02-01-17:41,50.62
2023-02-01-17:56,49.45
2023-02-01-18:11,49.39
2023-02-01-18:26,42.44
2023-02-01-18:41,49.79
2023-02-01-18:56,42.58
2023-02-01-19:11,51.27
2023-02-01-19:26,49.78
2023-02-01-19:41,45.43
2023-02-01-19:56,46.14
2023-02-01-20:11,42.69
2023-02-01-20:26,41.28
2023-02-01-20:41,48.44
2023-02-01-20:56,54.32
2023-02-01-21:11,53.1
2023-02-01-21:27,43.0
2023-02-01-21:42,44.98
2023-02-01-21:57,49.89
2023-02-01-22:12,46.92
2023-02-01-22:27,49.2
2023-02-01-22:42,50.49
2023-02-01-22:57,43.7
2023-02-01-23:12,49.16
2023-02-01-23:27,48.5
2023-02-01-23:42,42.82
2023-02-01-23:57,48.42
2023-02-02-0:7,42.35
2023-02-02-0:22,49.93
2023-02-02-0:37,45.63
2023-02-02-0:52,51.93
2023-02-02-1:7,51.23
2023-02-02-1:22,53.54
2023-02-02-1:37,41.03
2023-02-02-1:53,52.02
2023-02-02-2:8,42.12
2023-02-02-2:23,46.12
2023-02-02-2:38,47.92
2023-02-02-2:53,41.14
2023-02-02-3:8,50.66
2023-02-02-3:23,47.01
2023-02-02-3:38,51.12
2023-02-02-3:53,42.02
2023-02-02-4:8,52.64
2023-02-02-4:23,54.25
2023-02-02-4:38,50.64
2023-02-02-4:53,42.25
2023-02-02-5:8,49.94
2023-02-02-5:23,44.24
2023-02-02-5:38,53.06
2023-02-02-5:53,47.02
2023-02-02-6:8,42.38
2023-02-02-6:23,49.08
2023-02-02-6:38,54.54
2023-02-02-6:53,45.5
2023-02-02-7:8,41.12
2023-02-02-7:24,45.33
2023-02-02-7:39,41.64
2023-02-02-7:54,50.02
2023-02-02-8:9,49.61
2023-02-02-8:24,41.71
2023-02-02-8:39,51.67
2023-02-02-8:54,43.65
2023-02-02-9:9,46.48
2023-02-02-9:24,53.16
2023-02-02-9:39,47.61
2023-02-02-9:54,51.69
2023-02-02-10:9,46.97
2023-02-02-10:24,48.75
2023-02-02-10:39,41.61
2023-02-02-10:54,54.38
2023-02-02-11:9,43.31
2023-02-02-11:24,47.67
2023-02-02-11:39,52.93
2023-02-02-11:55,50.61
2023-02-02-12:10,46.7
2023-02-02-12:25,42.89
2023-02-02-12:40,48.92
2023-02-02-12:55,47.19
2023-02-02-13:10,42.99
2023-02-02-13:25,41.16
2023-02-02-13:40,46.22
2023-02-02-13:55,43.08
2023-02-02-14:10,45.82
2023-02-02-14:25,45.86
2023-02-02-14:40,52.12
2023-02-02-14:55,50.01
2023-02-02-15:10,53.61
2023-02-02-15:25,47.15
2023-02-02-15:40,41.32
2023-02-02-15:55,48.18
2023-02-02-16:10,50.4
2023-02-02-16:25,54.59
2023-02-02-16:40,46.41
2023-02-02-16:55,54.06
2023-02-02-17:10,53.38
2023-02-02-17:25,48.14
2023-02-02-17:41,50.62
2023-02-02-17:56,49.45
2023-02-02-18:11,49.39
2023-02-02-18:26,42.44
2023-02-02-18:41,49.79
2023-02-02-18:56,42.58
2023-02-02-19:11,51.27
2023-02-02-19:26,49.78
2023-02-02-19:41,45.43
2023-02-02-19:56,46.14
2023-02-02-20:11,42.69
2023-02-02-20:26,41.28
2023-02-02-20:41,48.44
2023-02-02-20:56,54.32
2023-02-02-21:11,53.1
2023-02-02-21:27,43.0
2023-02-02-21:42,44.98
2023-02-02-21:57,49.89
2023-02-02-22:12,46.92
2023-02-02-22:27,49.2
2023-02-02-22:42,50.49
2023-02-02-22:57,43.7
2023-02-02-23:12,49.16
2023-02-02-23:27,48.5
2023-02-02-23:42,42.82
2023-02-02-23:57,48.42
2023-02-03-0:7,42.35
2023-02-03-0:22,49.93
2023-02-03-0:37,45.63
2023-02-03-0:52,51.93
2023-02-03-1:7,51.23
2023-02-03-1:22,53.54
2023-02-03-1:37,41.03
2023-02-03-1:53,52.02
2023-02-03-2:8,42.12
2023-02-03-2:23,46.12
2023-02-03-2:38,47.92
2023-02-03-2:53,41.14
2023-02-03-3:8,50.66
2023-02-03-3:23,47.01
2023-02-03-3:38,51.12
2023-02-03-3:53,42.02
2023-02-03-4:8,52.64
2023-02-03-4:23,54.25
2023-02-03-4:38,50.64
2023-02-03-4:53,42.25
2023-02-03-5:8,49.94
2023-02-03-5:23,44.24
2023-02-03-5:38,53.06
2023-02-03-5:53,47.02
2023-02-03-6:8,42.38
2023-02-03-6:23,49.08
2023-02-03-6:38,54.54
2023-02-03-6:53,45.5
2023-02-03-7:8,41.12
2023-02-03-7:24,45.33
2023-02-03-7:39,41.64
2023-02-03-7:54,50.02
2023-02-03-8:9,49.61
2023-02-03-8:24,41.71
2023-02-03-8:39,51.67
2023-02-03-8:54,43.65
2023-02-03-9:9,46.48
2023-02-03-9:24,53.16
2023-02-03-9:39,47.61
2023-02-03-9:54,51.69
2023-02-03-10:9,46.97
2023-02-03-10:24,48.75
2023-02-03-10:39,41.61
2023-02-03-10:54,54.38
2023-02-03-11:9,43.31
2023-02-03-11:24,47.67
2023-02-03-11:39,52.93
2023-02-03-11:55,50.61
2023-02-03-12:10,46.7
2023-02-03-12:25,42.89
2023-02-03-12:40,48.92
2023-02-03-12:55,47.19
2023-02-03-13:10,42.99
2023-02-03-13:25,41.16
2023-02-03-13:40,46.22
2023-02-03-13:55,43.08
2023-02-03-14:10,45.82
2023-02-03-14:25,45.86
2023-02-03-14:40,52.12
2023-02-03-14:55,50.01
2023-02-03-15:10,53.61
2023-02-03-15:25,47.15
2023-02-03-15:40,41.32
2023-02-03-15:55,48.18
2023-02-03-16:10,50.4
2023-02-03-16:25,54.59
2023-02-03-16:40,46.41
2023-02-03-16:55,54.06
2023-02-03-17:10,53.38
2023-02-03-17:25,48.14
2023-02-03-17:41,50.62
2023-02-03-17:56,49.45
2023-02-03-18:11,49.39
2023-02-03-18:26,42.44
2023-02-03-18:41,49.79
2023-02-03-18:56,42.58
2023-02-03-19:11,51.27
2023-02-03-19:26,49.78
2023-02-03-19:41,45.43
2023-02-03-19:56,46.14
2023-02-03-20:11,42.69
2023-02-03-20:26,41.28
2023-02-03-20:41,48.44
2023-02-03-20:56,54.32
2023-02-03-21:11,53.1
2023-02-03-21:27,43.0
2023-02-03-21:42,44.98
2023-02-03-21:57,49.89
2023-02-03-22:12,46.92
2023-02-03-22:27,49.2
2023-02-03-22:42,50.49
2023-02-03-22:57,43.7
2023-02-03-23:12,49.16
2023-02-03-23:27,48.5
2023-02-03-23:42,42.82
2023-02-03-23:57,48.42
2023-02-04-0:7,42.35
2023-02-04-0:22,49.93
2023-02-04-0:37,45.63
2023-02-04-0:52,51.93
2023-02-04-1:7,51.23
2023-02-04-1:22,53.54
2023-02-04-1:37,41.03
2023-02-04-1:53,52.02
2023-02-04-2:8,42.12
2023-02-04-2:23,46.12
2023-02-04-2:38,47.92
2023-02-04-2:53,41.14
2023-02-04-3:8,50.66
2023-02-04-3:23,47.01
2023-02-04-3:38,51.12
2023-02-04-3:53,42.02
2023-02-04-4:8,52.64
2023-02-04-4:23,54.25
2023-02-04-4:38,50.64
2023-02-04-4:53,42.25
2023-02-04-5:8,49.94
2023-02-04-5:23,44.24
2023-02-04-5:38,53.06
2023-02-04-5:53,47.02
2023-02-04-6:8,42.38
2023-02-04-6:23,49.08
2023-02-04-6:38,54.54
2023-02-04-6:53,45.5
2023-02-04-7:8,41.12
2023-02-04-7:24,45.33
2023-02-04-7:39,41.64
2023-02-04-7:54,50.02
2023-02-04-8:9,49.61
2023-02-04-8:24,41.71
2023-02-04-8:39,51.67
2023-02-04-8:54,43.65
2023-02-04-9:9,46.48
2023-02-04-9:24,53.16
2023-02-04-9:39,47.61
2023-02-04-9:54,51.69
2023-02-04-10:9,46.97
2023-02-04-10:24,48.75
2023-02-04-10:39,41.61
2023-02-04-10:54,54.38
2023-02-04-11:9,43.31
2023-02-04-11:24,47.67
2023-02-04-11:39,52.93
2023-02-04-11:55,50.61
2023-02-04-12:10,46.7
2023-02-04-12:25,42.89
2023-02-04-12:40,48.92
2023-02-04-12:55,47.19
2023-02-04-13:10,42.99
2023-02-04-13:25,41.16
2023-02-04-13:40,46.22
2023-02-04-13:55,43.08
2023-02-04-14:10,45.82
2023-02-04-14:25,45.86
2023-02-04-14:40,52.12
2023-02-04-14:55,50.01
2023-02-04-15:10,53.61
2023-02-04-15:25,47.15
2023-02-04-15:40,41.32
2023-02-04-15:55,48.18
2023-02-04-16:10,50.4
2023-02-04-16:25,54.59
2023-02-04-16:40,46.41
2023-02-04-16:55,54.06
2023-02-04-17:10,53.38
2023-02-04-17:25,48.14
2023-02-04-17:41,50.62
2023-02-04-17:56,49.45
2023-02-04-18:11,49.39
2023-02-04-18:26,42.44
2023-02-04-18:41,49.79
2023-02-04-18:56,42.58
2023-02-04-19:11,51.27
2023-02-04-19:26,49.78
2023-02-04-19:41,45.43
2023-02-04-19:56,46.14
2023-02-04-20:11,42.69
2023-02-04-20:26,41.28
2023-02-04-20:41,48.44
2023-02-04-20:56,54.32
2023-02-04-21:11,53.1
2023-02-04-21:27,43.0
2023-02-04-21:42,44.98
2023-02-04-21:57,49.89
2023-02-04-22:12,46.92
2023-02-04-22:27,49.2
2023-02-04-22:42,50.49
2023-02-04-22:57,43.7
2023-02-04-23:12,49.16
2023-02-04-23:27,48.5
2023-02-04-23:42,42.82
2023-02-04-23:57,48.42
2023-02-05-0:7,42.35
2023-02-05-0:22,49.93
2023-02-05-0:37,45.63
2023-02-05-0:52,51.93
2023-02-05-1:7,51.23
2023-02-05-1:22,53.54
2023-02-05-1:37,41.03
2023-02-05-1:53,52.02
2023-02-05-2:8,42.12
2023-02-05-2:23,46.12
2023-02-05-2:38,47.92
2023-02-05-2:53,41.14
2023-02-05-3:8,50.66
2023-02-05-3:23,47.01
2023-02-05-3:38,51.12
2023-02-05-3:53,42.02
2023-02-05-4:8,52.64
2023-02-05-4:23,54.25
2023-02-05-4:38,50.64
2023-02-05-4:53,42.25
2023-02-05-5:8,49.94
2023-02-05-5:23,44.24
2023-02-05-5:38,53.06
2023-02-05-5:53,47.02
2023-02-05-6:8,42.38
2023-02-05-6:23,49.08
2023-02-05-6:38,54.54
2023-02-05-6:53,45.5
2023-02-05-7:8,41.12
2023-02-05-7:24,45.33
2023-02-05-7:39,41.64
2023-02-05-7:54,50.02
2023-02-05-8:9,49.61
2023-02-05-8:24,41.71
2023-02-05-8:39,51.67
2023-02-05-8:54,43.65
2023-02-05-9:9,46.48
2023-02-05-9:24,53.16
2023-02-05-9:39,47.61
2023-02-05-9:54,51.69
2023-02-05-10:9,46.97
2023-02-05-10:24,48.75
2023-02-05-10:39,41.61
2023-02-05-10:54,54.38
2023-02-05-11:9,43.31
2023-02-05-11:24,47.67
2023-02-05-11:39,52.93
2023-02-05-11:55,50.61
2023-02-05-12:10,46.7
2023-02-05-12:25,42.89
2023-02-05-12:40,48.92
2023-02-05-12:55,47.19
2023-02-05-13:10,42.99
2023-02-05-13:25,41.16
2023-02-05-13:40,46.22
2023-02-05-13:55,43.08
2023-02-05-14:10,45.82
2023-02-05-14:25,45.86
2023-02-05-14:40,52.12
2023-02-05-14:55,50.01
2023-02-05-15:10,53.61
2023-02-05-15:25,47.15
2023-02-05-15:40,41.32
2023-02-05-15:55,48.18
2023-02-05-16:10,50.4
2023-02-05-16:25,54.59
2023-02-05-16:40,46.41
2023-02-05-16:55,54.06
2023-02-05-17:10,53.38
2023-02-05-17:25,48.14
2023-02-05-17:41,50.62
2023-02-05-17:56,49.45
2023-02-05-18:11,49.39
2023-02-05-18:26,42.44
2023-02-05-18:41,49.79
2023-02-05-18:56,42.58
2023-02-05-19:11,51.27
2023-02-05-19:26,49.78
2023-02-05-19:41,45.43
2023-02-05-19:56,46.14
2023-02-05-20:11,42.69
2023-02-05-20:26,41.28
2023-02-05-20:41,48.44
2023-02-05-20:56,54.32
