Time,Humditiy
2022-04-29-20:2,51.3
2022-04-29-20:17,53.19
2022-04-29-20:32,47.36
2022-04-29-20:47,49.55
2022-04-29-21:2,52.95
2022-04-29-21:17,51.01
2022-04-29-21:32,42.21
2022-04-29-21:47,42.18
2022-04-29-22:2,52.54
2022-04-29-22:17,44.98
2022-04-29-22:32,48.06
2022-04-29-22:47,42.38
2022-04-29-23:2,41.57
2022-04-29-23:17,47.05
2022-04-29-23:32,46.13
2022-04-29-23:47,46.94
2022-04-30-0:2,46.19
2022-04-30-0:17,46.76
2022-04-30-0:32,42.25
2022-04-30-0:47,43.33
2022-04-30-1:2,45.44
2022-04-30-1:17,42.05
2022-04-30-1:32,42.53
2022-04-30-1:47,49.04
2022-04-30-2:2,43.99
2022-04-30-2:17,44.25
2022-04-30-2:32,50.22
2022-04-30-2:47,53.57
2022-04-30-3:2,53.6
2022-04-30-3:17,54.46
2022-04-30-3:32,50.96
2022-04-30-3:47,47.73
2022-04-30-4:2,43.63
2022-04-30-4:17,48.85
2022-04-30-4:32,41.06
2022-04-30-4:47,43.49
2022-04-30-5:2,54.46
2022-04-30-5:17,42.03
2022-04-30-5:32,44.04
2022-04-30-5:47,42.53
2022-04-30-6:2,49.56
2022-04-30-6:17,48.89
2022-04-30-6:32,50.55
2022-04-30-6:47,41.84
2022-04-30-7:2,52.46
2022-04-30-7:17,44.48
2022-04-30-7:32,41.98
2022-04-30-7:47,45.45
2022-04-30-8:2,50.56
2022-04-30-8:17,47.51
2022-04-30-8:32,44.61
2022-04-30-8:47,48.62
2022-04-30-9:2,46.47
2022-04-30-9:17,52.18
2022-04-30-9:32,47.57
2022-04-30-9:47,41.83
2022-04-30-10:2,48.13
2022-04-30-10:17,43.32
2022-04-30-10:32,48.33
2022-04-30-10:47,48.37
2022-04-30-11:2,42.64
2022-04-30-11:17,42.73
2022-04-30-11:32,53.5
2022-04-30-11:47,46.55
2022-04-30-12:2,42.74
2022-04-30-12:17,52.13
2022-04-30-12:32,51.11
2022-04-30-12:47,44.75
2022-04-30-13:2,41.0
2022-04-30-13:17,50.35
2022-04-30-13:32,52.32
2022-04-30-13:47,43.75
2022-04-30-14:2,54.15
2022-04-30-14:17,52.64
2022-04-30-14:32,48.59
2022-04-30-14:47,44.91
2022-04-30-15:2,49.7
2022-04-30-15:17,43.3
2022-04-30-15:32,44.94
2022-04-30-15:47,51.06
2022-04-30-16:2,51.66
2022-04-30-16:17,43.4
2022-04-30-16:32,51.12
2022-04-30-16:47,42.2
2022-04-30-17:2,51.35
2022-04-30-17:17,42.22
2022-04-30-17:32,41.39
2022-04-30-17:47,52.52
2022-04-30-18:2,47.46
2022-04-30-18:17,44.57
2022-04-30-18:32,50.94
2022-04-30-18:47,51.17
2022-04-30-19:2,46.88
2022-04-30-19:17,45.89
2022-04-30-19:32,48.37
2022-04-30-19:47,49.79
2022-04-30-20:2,48.26
2022-04-30-20:17,41.64
2022-04-30-20:32,53.44
2022-04-30-20:47,50.79
2022-04-30-21:2,44.16
2022-04-30-21:17,53.24
2022-04-30-21:32,42.49
2022-04-30-21:47,46.92
2022-04-30-22:2,41.87
2022-04-30-22:17,42.9
2022-04-30-22:32,45.44
2022-04-30-22:47,54.23
2022-04-30-23:2,53.27
2022-04-30-23:17,53.13
2022-04-30-23:32,48.03
2022-04-30-23:47,48.53
2022-05-01-0:2,47.69
2022-05-01-0:17,50.45
2022-05-01-0:32,48.21
2022-05-01-0:47,51.5
2022-05-01-1:2,44.19
2022-05-01-1:17,47.83
2022-05-01-1:32,48.73
2022-05-01-1:47,46.96
2022-05-01-2:2,49.54
2022-05-01-2:17,45.24
2022-05-01-2:32,41.02
2022-05-01-2:47,52.44
2022-05-01-3:2,47.22
2022-05-01-3:17,43.78
2022-05-01-3:32,45.2
2022-05-01-3:47,51.84
2022-05-01-4:2,53.61
2022-05-01-4:17,41.84
2022-05-01-4:32,53.49
2022-05-01-4:47,41.53
2022-05-01-5:2,51.24
2022-05-01-5:17,45.1
2022-05-01-5:32,43.65
2022-05-01-5:47,43.67
2022-05-01-6:2,43.32
2022-05-01-6:17,42.74
2022-05-01-6:32,47.98
2022-05-01-6:47,41.65
2022-05-01-7:2,47.68
2022-05-01-7:17,42.77
2022-05-01-7:32,43.9
2022-05-01-7:47,45.83
2022-05-01-8:2,42.93
2022-05-01-8:17,43.77
2022-05-01-8:32,47.21
2022-05-01-8:47,50.01
2022-05-01-9:2,53.62
2022-05-01-9:17,53.55
2022-05-01-9:32,42.82
2022-05-01-9:47,43.44
2022-05-01-10:2,42.91
2022-05-01-10:17,50.81
2022-05-01-10:32,42.27
2022-05-01-10:47,43.63
2022-05-01-11:2,42.25
2022-05-01-11:17,45.73
2022-05-01-11:32,44.67
2022-05-01-11:47,41.25
2022-05-01-12:2,50.56
2022-05-01-12:17,48.17
2022-05-01-12:32,53.63
2022-05-01-12:47,50.72
2022-05-01-13:2,43.1
2022-05-01-13:17,47.65
2022-05-01-13:32,52.24
2022-05-01-13:47,53.96
2022-05-01-14:2,51.17
2022-05-01-14:17,53.17
2022-05-01-14:32,42.31
2022-05-01-14:47,43.19
2022-05-01-15:2,49.02
2022-05-01-15:17,42.51
2022-05-01-15:32,42.09
2022-05-01-15:47,45.93
2022-05-01-16:2,41.96
2022-05-01-16:17,52.08
2022-05-01-16:32,46.34
2022-05-01-16:47,48.25
2022-05-01-17:2,45.44
2022-05-01-17:17,45.76
2022-05-01-17:32,42.59
2022-05-01-17:47,45.22
2022-05-01-18:2,41.81
2022-05-01-18:17,54.08
2022-05-01-18:32,45.79
2022-05-01-18:47,48.18
2022-05-01-19:2,48.5
2022-05-01-19:17,53.09
2022-05-01-19:32,43.85
2022-05-01-19:47,42.07
2022-05-01-20:2,54.28
2022-05-01-20:17,51.31
2022-05-01-20:32,49.16
2022-05-01-20:47,52.77
2022-05-01-21:2,46.51
2022-05-01-21:17,41.59
2022-05-01-21:32,47.17
2022-05-01-21:47,53.71
2022-05-01-22:2,46.05
2022-05-01-22:17,47.71
2022-05-01-22:32,53.82
2022-05-01-22:47,49.09
2022-05-01-23:2,43.2
2022-05-01-23:17,41.49
2022-05-01-23:32,41.46
2022-05-01-23:47,45.83
2022-05-02-0:2,49.36
2022-05-02-0:17,48.26
2022-05-02-0:32,41.26
2022-05-02-0:47,44.37
2022-05-02-1:2,47.9
2022-05-02-1:17,41.24
2022-05-02-1:32,49.49
2022-05-02-1:47,47.72
2022-05-02-2:2,42.87
2022-05-02-2:17,52.42
2022-05-02-2:32,42.1
2022-05-02-2:47,48.7
2022-05-02-3:2,54.58
2022-05-02-3:17,50.85
2022-05-02-3:32,52.89
2022-05-02-3:47,42.88
2022-05-02-4:2,44.54
2022-05-02-4:17,50.25
2022-05-02-4:32,47.21
2022-05-02-4:47,54.55
2022-05-02-5:2,48.66
2022-05-02-5:17,51.1
2022-05-02-5:32,53.36
2022-05-02-5:47,47.11
2022-05-02-6:2,46.13
2022-05-02-6:17,49.69
2022-05-02-6:32,54.31
2022-05-02-6:47,49.07
2022-05-02-7:2,52.71
2022-05-02-7:17,46.21
2022-05-02-7:32,51.35
2022-05-02-7:47,54.37
2022-05-02-8:2,48.18
2022-05-02-8:17,43.03
2022-05-02-8:32,53.85
2022-05-02-8:47,50.26
2022-05-02-9:2,52.57
2022-05-02-9:17,52.28
2022-05-02-9:32,41.94
2022-05-02-9:47,54.39
2022-05-02-10:2,51.18
2022-05-02-10:17,49.21
2022-05-02-10:32,53.54
2022-05-02-10:47,47.32
2022-05-02-11:2,41.78
2022-05-02-11:17,47.28
2022-05-02-11:32,45.19
2022-05-02-11:47,46.57
2022-05-02-12:2,45.09
2022-05-02-12:17,48.27
2022-05-02-12:32,49.8
2022-05-02-12:47,46.9
2022-05-02-13:2,52.52
2022-05-02-13:17,50.08
2022-05-02-13:32,47.0
2022-05-02-13:47,46.68
2022-05-02-14:2,51.62
2022-05-02-14:17,43.14
2022-05-02-14:32,49.19
2022-05-02-14:47,41.08
2022-05-02-15:2,41.84
2022-05-02-15:17,52.91
2022-05-02-15:32,43.38
2022-05-02-15:47,51.59
2022-05-02-16:2,50.73
2022-05-02-16:17,50.49
2022-05-02-16:32,52.54
2022-05-02-16:47,45.29
2022-05-02-17:2,52.98
2022-05-02-17:17,51.64
2022-05-02-17:32,47.19
2022-05-02-17:47,50.66
2022-05-02-18:2,52.58
2022-05-02-18:17,51.34
2022-05-02-18:32,51.94
2022-05-02-18:47,46.25
2022-05-02-19:2,52.23
2022-05-02-19:17,42.95
2022-05-02-19:32,47.88
2022-05-02-19:47,48.28
2022-05-02-20:2,44.21
2022-05-02-20:17,46.45
2022-05-02-20:32,44.79
2022-05-02-20:47,46.06
2022-05-02-21:2,52.27
2022-05-02-21:17,47.88
2022-05-02-21:32,52.23
2022-05-02-21:47,54.04
2022-05-02-22:2,47.75
2022-05-02-22:17,47.76
2022-05-02-22:32,45.17
2022-05-02-22:47,49.09
2022-05-02-23:2,49.43
2022-05-02-23:17,47.02
2022-05-02-23:32,41.47
2022-05-02-23:47,44.32
2022-05-03-0:2,48.72
2022-05-03-0:17,51.48
2022-05-03-0:32,50.52
2022-05-03-0:47,46.06
2022-05-03-1:2,43.67
2022-05-03-1:17,51.96
2022-05-03-1:32,45.8
2022-05-03-1:47,45.44
2022-05-03-2:2,48.5
2022-05-03-2:17,52.78
2022-05-03-2:32,53.7
2022-05-03-2:47,43.05
2022-05-03-3:2,43.34
2022-05-03-3:17,50.38
2022-05-03-3:32,47.48
2022-05-03-3:47,44.79
2022-05-03-4:2,46.15
2022-05-03-4:17,43.35
2022-05-03-4:32,50.13
2022-05-03-4:47,51.18
2022-05-03-5:2,50.11
2022-05-03-5:17,41.52
2022-05-03-5:32,44.92
2022-05-03-5:47,51.91
2022-05-03-6:2,46.44
2022-05-03-6:17,41.25
2022-05-03-6:32,46.44
2022-05-03-6:47,46.49
2022-05-03-7:2,53.19
2022-05-03-7:17,52.74
2022-05-03-7:32,45.09
2022-05-03-7:47,47.21
2022-05-03-8:2,53.47
2022-05-03-8:17,46.35
2022-05-03-8:32,46.46
2022-05-03-8:47,54.46
2022-05-03-9:2,44.61
2022-05-03-9:17,47.89
2022-05-03-9:32,52.93
2022-05-03-9:47,42.21
2022-05-03-10:2,41.9
2022-05-03-10:17,43.44
2022-05-03-10:32,53.77
2022-05-03-10:47,41.6
2022-05-03-11:2,45.53
2022-05-03-11:17,48.3
2022-05-03-11:32,44.81
2022-05-03-11:47,51.19
2022-05-03-12:2,44.95
2022-05-03-12:17,45.91
2022-05-03-12:32,42.34
2022-05-03-12:47,45.06
2022-05-03-13:2,48.78
2022-05-03-13:17,41.91
2022-05-03-13:32,44.18
2022-05-03-13:47,46.85
2022-05-03-14:2,44.58
2022-05-03-14:17,52.25
2022-05-03-14:32,45.82
2022-05-03-14:47,54.14
2022-05-03-15:2,45.84
2022-05-03-15:17,51.65
2022-05-03-15:32,50.97
2022-05-03-15:47,42.12
2022-05-03-16:2,47.36
2022-05-03-16:17,47.29
2022-05-03-16:32,52.75
2022-05-03-16:47,53.46
2022-05-03-17:2,49.76
2022-05-03-17:17,41.23
2022-05-03-17:32,49.51
2022-05-03-17:47,47.57
2022-05-03-18:2,43.92
2022-05-03-18:17,54.42
2022-05-03-18:32,51.89
2022-05-03-18:47,47.01
2022-05-03-19:2,53.93
2022-05-03-19:17,50.57
2022-05-03-19:32,46.1
2022-05-03-19:47,52.62
2022-05-03-20:2,43.42
2022-05-03-20:17,44.35
2022-05-03-20:32,52.74
2022-05-03-20:47,49.58
2022-05-03-21:2,51.11
2022-05-03-21:17,45.79
2022-05-03-21:32,49.55
2022-05-03-21:47,51.95
2022-05-03-22:2,48.48
2022-05-03-22:17,48.94
2022-05-03-22:32,53.27
2022-05-03-22:47,43.64
2022-05-03-23:2,44.8
2022-05-03-23:17,45.03
2022-05-03-23:32,51.85
2022-05-03-23:47,43.68
2022-05-04-0:2,51.4
2022-05-04-0:17,46.03
2022-05-04-0:32,51.4
2022-05-04-0:47,51.35
2022-05-04-1:2,54.6
2022-05-04-1:17,47.61
2022-05-04-1:32,41.75
2022-05-04-1:47,47.86
2022-05-04-2:2,43.9
2022-05-04-2:17,51.66
2022-05-04-2:32,52.63
2022-05-04-2:47,52.44
2022-05-04-3:2,45.64
2022-05-04-3:17,43.96
2022-05-04-3:32,41.67
2022-05-04-3:47,49.66
2022-05-04-4:2,43.14
2022-05-04-4:17,43.11
2022-05-04-4:32,46.27
2022-05-04-4:47,46.85
2022-05-04-5:2,42.33
2022-05-04-5:17,52.83
2022-05-04-5:32,49.89
2022-05-04-5:47,42.07
2022-05-04-6:2,52.56
2022-05-04-6:17,45.94
2022-05-04-6:32,44.97
2022-05-04-6:47,43.4
2022-05-04-7:2,51.24
2022-05-04-7:17,42.33
2022-05-04-7:32,43.95
2022-05-04-7:47,43.07
2022-05-04-8:2,49.73
2022-05-04-8:17,53.43
2022-05-04-8:32,43.74
2022-05-04-8:47,45.46
2022-05-04-9:2,52.46
2022-05-04-9:17,48.5
2022-05-04-9:32,54.39
2022-05-04-9:47,50.81
2022-05-04-10:2,45.31
2022-05-04-10:17,52.86
2022-05-04-10:32,50.57
2022-05-04-10:47,52.13
2022-05-04-11:2,47.59
2022-05-04-11:17,52.23
2022-05-04-11:32,44.62
2022-05-04-11:47,50.45
2022-05-04-12:2,44.55
2022-05-04-12:17,50.26
2022-05-04-12:32,47.12
2022-05-04-12:47,48.81
2022-05-04-13:2,43.46
2022-05-04-13:17,46.89
2022-05-04-13:32,48.25
2022-05-04-13:47,48.4
2022-05-04-14:2,53.24
2022-05-04-14:17,53.4
2022-05-04-14:32,41.17
2022-05-04-14:47,49.21
2022-05-04-15:2,44.26
2022-05-04-15:17,41.64
2022-05-04-15:32,51.6
2022-05-04-15:47,45.92
2022-05-04-16:2,47.14
2022-05-04-16:17,42.86
2022-05-04-16:32,54.14
2022-05-04-16:47,46.22
2022-05-04-17:2,53.55
2022-05-04-17:17,50.31
2022-05-04-17:33,42.26
2022-05-04-17:48,44.71
2022-05-04-18:3,45.63
2022-05-04-18:18,52.6
2022-05-04-18:33,44.97
2022-05-04-18:48,47.04
2022-05-04-19:3,45.84
2022-05-04-19:18,42.16
2022-05-04-19:33,46.4
2022-05-04-19:48,51.18
2022-05-04-20:3,53.45
2022-05-04-20:18,43.26
2022-05-04-20:33,52.49
2022-05-04-20:48,54.48
2022-05-04-21:3,54.51
2022-05-04-21:18,52.05
2022-05-04-21:33,46.52
2022-05-04-21:48,43.01
2022-05-04-22:3,48.95
2022-05-04-22:18,48.02
2022-05-04-22:33,44.6
2022-05-04-22:48,47.04
2022-05-04-23:3,45.6
2022-05-04-23:18,47.34
2022-05-04-23:33,42.24
2022-05-04-23:48,53.06
2022-05-05-0:3,42.92
2022-05-05-0:18,41.62
2022-05-05-0:33,42.91
2022-05-05-0:48,46.43
2022-05-05-1:3,52.13
2022-05-05-1:18,53.19
2022-05-05-1:33,53.32
2022-05-05-1:48,54.39
2022-05-05-2:3,49.27
2022-05-05-2:18,48.77
2022-05-05-2:33,46.98
2022-05-05-2:48,47.56
2022-05-05-3:3,47.4
2022-05-05-3:18,47.36
2022-05-05-3:33,48.39
2022-05-05-3:48,46.37
2022-05-05-4:3,51.31
2022-05-05-4:18,42.32
2022-05-05-4:33,53.84
2022-05-05-4:48,44.04
2022-05-05-5:3,44.39
2022-05-05-5:18,44.48
2022-05-05-5:33,52.27
2022-05-05-5:48,50.28
2022-05-05-6:3,44.6
2022-05-05-6:18,51.17
2022-05-05-6:33,50.34
2022-05-05-6:48,52.21
2022-05-05-7:3,44.12
2022-05-05-7:18,42.22
2022-05-05-7:33,52.9
2022-05-05-7:48,49.46
2022-05-05-8:3,48.82
2022-05-05-8:18,43.79
2022-05-05-8:33,50.22
2022-05-05-8:48,47.5
2022-05-05-9:3,48.13
2022-05-05-9:18,51.61
2022-05-05-9:33,41.9
2022-05-05-9:48,42.29
2022-05-05-10:3,44.28
2022-05-05-10:18,50.17
2022-05-05-10:33,51.75
2022-05-05-10:48,53.68
2022-05-05-11:3,44.19
2022-05-05-11:18,44.67
2022-05-05-11:33,47.82
2022-05-05-11:48,41.39
2022-05-05-12:3,43.54
2022-05-05-12:18,45.77
2022-05-05-12:33,48.81
2022-05-05-12:48,52.23
2022-05-05-13:3,49.11
2022-05-05-13:18,44.87
2022-05-05-13:33,46.7
2022-05-05-13:48,44.67
2022-05-05-14:3,48.41
2022-05-05-14:18,45.54
2022-05-05-14:33,50.62
2022-05-05-14:48,51.81
2022-05-05-15:3,47.25
2022-05-05-15:18,49.67
2022-05-05-15:33,49.61
2022-05-05-15:48,51.01
2022-05-05-16:3,50.81
2022-05-05-16:18,49.73
2022-05-05-16:33,41.83
2022-05-05-16:48,44.88
2022-05-05-17:3,51.04
2022-05-05-17:18,44.86
2022-05-05-17:33,50.98
2022-05-05-17:48,52.86
2022-05-05-18:3,42.25
2022-05-05-18:18,42.25
2022-05-05-18:33,45.65
2022-05-05-18:48,48.0
2022-05-05-19:3,50.55
2022-05-05-19:18,52.17
2022-05-05-19:33,43.06
2022-05-05-19:48,54.45
2022-05-05-20:3,46.78
2022-05-05-20:18,53.68
2022-05-05-20:33,42.74
2022-05-05-20:48,53.45
2022-05-05-21:3,44.64
2022-05-05-21:18,43.7
2022-05-05-21:33,46.49
2022-05-05-21:48,47.09
2022-05-05-22:3,53.35
2022-05-05-22:18,44.62
2022-05-05-22:33,49.93
2022-05-05-22:48,43.03
2022-05-05-23:3,48.86
2022-05-05-23:18,45.56
2022-05-05-23:33,47.05
2022-05-05-23:48,52.47
2022-05-06-0:3,51.64
2022-05-06-0:18,47.94
2022-05-06-0:33,53.68
2022-05-06-0:48,54.35
2022-05-06-1:3,48.17
2022-05-06-1:18,46.13
2022-05-06-1:33,46.72
2022-05-06-1:48,48.35
2022-05-06-2:3,48.96
2022-05-06-2:18,43.42
2022-05-06-2:33,52.36
2022-05-06-2:48,51.45
2022-05-06-3:3,54.28
2022-05-06-3:18,42.22
2022-05-06-3:33,47.94
2022-05-06-3:48,50.88
2022-05-06-4:3,44.19
2022-05-06-4:18,42.33
2022-05-06-4:33,41.91
2022-05-06-4:48,52.18
2022-05-06-5:3,51.43
2022-05-06-5:18,48.43
2022-05-06-5:33,43.51
2022-05-06-5:48,48.36
2022-05-06-6:3,46.87
2022-05-06-6:18,52.86
2022-05-06-6:33,54.54
2022-05-06-6:48,43.87
2022-05-06-7:3,51.68
2022-05-06-7:18,42.47
2022-05-06-7:33,51.35
2022-05-06-7:48,42.92
2022-05-06-8:3,51.65
2022-05-06-8:18,52.0
2022-05-06-8:33,53.91
2022-05-06-8:48,46.65
2022-05-06-9:3,50.8
2022-05-06-9:18,41.16
2022-05-06-9:33,49.28
2022-05-06-9:48,44.73
2022-05-06-10:3,52.1
2022-05-06-10:18,54.45
2022-05-06-10:33,52.86
2022-05-06-10:48,52.91
2022-05-06-11:3,53.32
2022-05-06-11:18,48.91
2022-05-06-11:33,43.8
2022-05-06-11:48,45.42
2022-05-06-12:3,53.07
2022-05-06-12:18,53.8
2022-05-06-12:33,45.6
2022-05-06-12:48,41.95
2022-05-06-13:3,41.81
2022-05-06-13:18,45.78
2022-05-06-13:33,42.89
2022-05-06-13:48,43.72
2022-05-06-14:3,52.44
2022-05-06-14:18,50.31
2022-05-06-14:33,44.8
2022-05-06-14:48,48.63
2022-05-06-15:3,51.75
2022-05-06-15:18,44.79
2022-05-06-15:33,51.95
2022-05-06-15:48,46.59
2022-05-06-16:3,43.11
2022-05-06-16:18,50.57
2022-05-06-16:33,46.34
2022-05-06-16:48,43.79
2022-05-06-17:3,53.11
2022-05-06-17:18,43.45
2022-05-06-17:33,53.52
2022-05-06-17:48,44.69
2022-05-06-18:3,46.47
2022-05-06-18:18,52.38
2022-05-06-18:33,46.52
2022-05-06-18:48,41.62
2022-05-06-19:3,52.49
2022-05-06-19:18,47.95
2022-05-06-19:33,42.32
2022-05-06-19:48,44.38
2022-05-06-20:3,51.81
2022-05-06-20:18,46.5
2022-05-06-20:33,43.98
2022-05-06-20:48,53.3
2022-05-06-21:3,50.87
2022-05-06-21:18,42.34
2022-05-06-21:33,42.66
2022-05-06-21:48,42.58
2022-05-06-22:3,54.5
2022-05-06-22:18,54.39
2022-05-06-22:33,43.11
2022-05-06-22:48,53.96
2022-05-06-23:3,45.44
2022-05-06-23:18,50.74
2022-05-06-23:33,53.4
2022-05-06-23:48,44.25
2022-05-07-0:3,46.11
2022-05-07-0:18,46.16
2022-05-07-0:33,50.57
2022-05-07-0:48,48.03
2022-05-07-1:3,54.22
2022-05-07-1:18,45.94
2022-05-07-1:33,44.19
2022-05-07-1:48,41.45
2022-05-07-2:3,49.28
2022-05-07-2:18,50.39
2022-05-07-2:33,49.26
2022-05-07-2:48,52.79
2022-05-07-3:3,51.61
2022-05-07-3:18,51.04
2022-05-07-3:33,54.36
2022-05-07-3:48,52.56
2022-05-07-4:3,53.79
2022-05-07-4:18,43.24
2022-05-07-4:33,51.17
2022-05-07-4:48,45.87
2022-05-07-5:3,41.74
2022-05-07-5:18,43.07
2022-05-07-5:33,51.64
2022-05-07-5:48,47.12
2022-05-07-6:3,51.64
2022-05-07-6:18,45.01
2022-05-07-6:33,42.53
2022-05-07-6:48,45.88
2022-05-07-7:3,44.04
2022-05-07-7:18,45.76
2022-05-07-7:33,54.56
2022-05-07-7:48,41.09
2022-05-07-8:3,53.64
2022-05-07-8:18,42.94
2022-05-07-8:33,43.87
2022-05-07-8:48,52.85
2022-05-07-9:3,49.98
2022-05-07-9:18,50.57
2022-05-07-9:33,42.63
2022-05-07-9:48,48.99
2022-05-07-10:3,51.76
2022-05-07-10:18,50.09
2022-05-07-10:33,53.93
2022-05-07-10:48,52.63
2022-05-07-11:3,42.41
2022-05-07-11:18,51.71
2022-05-07-11:33,48.38
2022-05-07-11:48,45.88
2022-05-07-12:3,41.99
2022-05-07-12:18,48.92
2022-05-07-12:33,42.31
2022-05-07-12:48,43.51
2022-05-07-13:3,48.68
2022-05-07-13:18,45.87
2022-05-07-13:33,54.4
2022-05-07-13:48,45.57
2022-05-07-14:3,45.93
2022-05-07-14:18,46.99
2022-05-07-14:33,50.4
2022-05-07-14:48,45.04
2022-05-07-15:3,48.18
2022-05-07-15:18,45.54
2022-05-07-15:33,52.45
2022-05-07-15:48,47.93
2022-05-07-16:3,44.99
2022-05-07-16:18,53.88
2022-05-07-16:33,47.92
2022-05-07-16:48,53.17
2022-05-07-17:3,46.45
2022-05-07-17:18,54.58
2022-05-07-17:33,46.58
2022-05-07-17:48,49.31
2022-05-07-18:3,49.29
2022-05-07-18:18,49.65
2022-05-07-18:33,50.94
2022-05-07-18:48,46.94
2022-05-07-19:3,49.41
2022-05-07-19:18,45.66
2022-05-07-19:33,51.81
2022-05-07-19:48,44.46
2022-05-07-20:3,49.62
2022-05-07-20:18,48.58
2022-05-07-20:33,53.88
2022-05-07-20:48,49.45
2022-05-07-21:3,43.0
2022-05-07-21:18,45.36
2022-05-07-21:33,54.31
2022-05-07-21:48,52.38
2022-05-07-22:3,49.41
2022-05-07-22:18,53.02
2022-05-07-22:33,53.7
2022-05-07-22:48,45.41
2022-05-07-23:3,51.78
2022-05-07-23:18,48.24
2022-05-07-23:33,53.24
2022-05-07-23:48,47.84
2022-05-08-0:3,43.86
2022-05-08-0:18,45.23
2022-05-08-0:33,50.34
2022-05-08-0:48,49.16
2022-05-08-1:3,54.07
2022-05-08-1:18,47.05
2022-05-08-1:33,48.39
2022-05-08-1:48,48.36
2022-05-08-2:3,49.2
2022-05-08-2:18,45.46
2022-05-08-2:33,52.59
2022-05-08-2:48,43.04
2022-05-08-3:3,48.99
2022-05-08-3:18,53.21
2022-05-08-3:33,50.38
2022-05-08-3:48,46.35
2022-05-08-4:3,45.95
2022-05-08-4:18,49.97
2022-05-08-4:33,50.81
2022-05-08-4:48,50.78
2022-05-08-5:3,50.74
2022-05-08-5:18,44.19
2022-05-08-5:33,42.79
2022-05-08-5:48,52.92
2022-05-08-6:3,52.5
2022-05-08-6:18,48.71
2022-05-08-6:33,42.38
2022-05-08-6:48,46.67
2022-05-08-7:3,52.88
2022-05-08-7:18,49.22
2022-05-08-7:33,45.59
2022-05-08-7:48,45.9
2022-05-08-8:3,44.81
2022-05-08-8:18,49.64
2022-05-08-8:33,54.09
2022-05-08-8:48,47.42
2022-05-08-9:3,51.71
2022-05-08-9:18,47.15
2022-05-08-9:33,44.69
2022-05-08-9:48,49.48
2022-05-08-10:3,47.55
2022-05-08-10:18,42.71
2022-05-08-10:33,42.01
2022-05-08-10:48,44.85
2022-05-08-11:3,54.4
2022-05-08-11:18,44.7
2022-05-08-11:33,49.25
2022-05-08-11:48,41.52
2022-05-08-12:3,42.78
2022-05-08-12:18,42.89
2022-05-08-12:33,45.39
2022-05-08-12:48,54.2
2022-05-08-13:3,45.62
2022-05-08-13:18,41.5
2022-05-08-13:33,44.64
2022-05-08-13:48,44.15
2022-05-08-14:3,44.86
2022-05-08-14:18,53.01
2022-05-08-14:33,41.89
2022-05-08-14:48,42.15
2022-05-08-15:3,48.97
2022-05-08-15:18,45.86
2022-05-08-15:33,47.44
2022-05-08-15:48,43.32
2022-05-08-16:3,53.2
2022-05-08-16:18,49.61
2022-05-08-16:33,47.11
2022-05-08-16:48,47.3
2022-05-08-17:3,53.52
2022-05-08-17:18,50.63
2022-05-08-17:33,42.13
2022-05-08-17:48,45.05
2022-05-08-18:3,49.94
2022-05-08-18:18,44.14
2022-05-08-18:33,50.03
2022-05-08-18:48,45.95
2022-05-08-19:3,53.63
2022-05-08-19:18,48.25
2022-05-08-19:33,44.93
2022-05-08-19:48,46.97
2022-05-08-20:3,44.72
2022-05-08-20:18,49.38
2022-05-08-20:33,41.89
2022-05-08-20:48,46.64
2022-05-08-21:3,45.12
2022-05-08-21:18,51.03
2022-05-08-21:33,43.22
2022-05-08-21:48,50.96
2022-05-08-22:3,50.29
2022-05-08-22:18,42.45
2022-05-08-22:33,41.25
2022-05-08-22:48,52.19
2022-05-08-23:3,46.44
2022-05-08-23:18,52.39
2022-05-08-23:33,47.34
2022-05-08-23:48,48.95
2022-05-09-0:3,46.66
2022-05-09-0:18,48.63
2022-05-09-0:33,51.87
2022-05-09-0:48,49.73
2022-05-09-1:3,47.11
2022-05-09-1:18,47.37
2022-05-09-1:33,42.78
2022-05-09-1:48,53.76
2022-05-09-2:3,42.48
2022-05-09-2:18,45.31
2022-05-09-2:33,41.19
2022-05-09-2:48,47.12
2022-05-09-3:3,41.92
2022-05-09-3:18,42.6
2022-05-09-3:33,46.84
2022-05-09-3:48,43.4
2022-05-09-4:3,44.38
2022-05-09-4:18,44.51
2022-05-09-4:33,41.1
2022-05-09-4:48,44.15
2022-05-09-5:3,46.83
2022-05-09-5:18,51.44
2022-05-09-5:33,44.93
2022-05-09-5:48,44.0
2022-05-09-6:3,48.11
2022-05-09-6:18,53.31
2022-05-09-6:33,48.17
2022-05-09-6:48,43.08
2022-05-09-7:3,46.1
2022-05-09-7:18,42.44
2022-05-09-7:33,48.18
2022-05-09-7:48,45.2
2022-05-09-8:3,51.6
2022-05-09-8:18,53.05
2022-05-09-8:33,43.2
2022-05-09-8:48,50.79
2022-05-09-9:3,48.38
2022-05-09-9:18,52.07
2022-05-09-9:33,42.76
2022-05-09-9:48,42.09
2022-05-09-10:3,42.0
2022-05-09-10:18,42.24
2022-05-09-10:33,52.18
2022-05-09-10:48,47.13
2022-05-09-11:3,49.91
2022-05-09-11:18,53.4
2022-05-09-11:33,47.64
2022-05-09-11:48,48.74
2022-05-09-12:3,50.81
2022-05-09-12:18,44.38
2022-05-09-12:33,48.89
2022-05-09-12:48,41.7
