Time,Humditiy
2022-11-28-10:39,42.52
2022-11-28-10:54,50.05
2022-11-28-11:9,54.08
2022-11-28-11:24,42.65
2022-11-28-11:39,50.77
2022-11-28-11:55,51.46
2022-11-28-12:10,46.33
2022-11-28-12:25,45.73
2022-11-28-12:40,40.32
2022-11-28-12:55,50.82
2022-11-28-13:10,41.33
2022-11-28-13:25,45.39
2022-11-28-13:40,42.71
2022-11-28-13:55,53.93
2022-11-28-14:10,53.96
2022-11-28-14:25,47.19
2022-11-28-14:40,42.01
2022-11-28-14:55,51.89
2022-11-28-15:10,50.11
2022-11-28-15:25,43.32
2022-11-28-15:40,44.04
2022-11-28-15:55,50.59
2022-11-28-16:10,47.13
2022-11-28-16:25,48.14
2022-11-28-16:40,48.69
2022-11-28-16:55,43.92
2022-11-28-17:10,51.36
2022-11-28-17:25,41.72
2022-11-28-17:41,45.18
2022-11-28-17:56,53.1
2022-11-28-18:11,50.63
2022-11-28-18:26,50.8
2022-11-28-18:41,41.95
2022-11-28-18:56,47.52
2022-11-28-19:11,43.64
2022-11-28-19:26,52.11
2022-11-28-19:41,45.79
2022-11-28-19:56,48.94
2022-11-28-20:11,51.79
2022-11-28-20:26,43.23
2022-11-28-20:41,46.45
2022-11-28-20:56,52.84
2022-11-28-21:11,54.52
2022-11-28-21:27,53.77
2022-11-28-21:42,50.83
2022-11-28-21:57,54.07
2022-11-28-22:12,44.04
2022-11-28-22:27,43.13
2022-11-28-22:42,50.25
2022-11-28-22:57,54.75
2022-11-28-23:12,50.88
2022-11-28-23:27,51.97
2022-11-28-23:42,54.12
2022-11-28-23:57,51.34
2022-11-29-0:7,49.74
2022-11-29-0:22,46.4
2022-11-29-0:37,46.06
2022-11-29-0:52,51.98
2022-11-29-1:7,54.2
2022-11-29-1:22,50.86
2022-11-29-1:37,54.2
2022-11-29-1:53,44.68
2022-11-29-2:8,42.05
2022-11-29-2:23,53.22
2022-11-29-2:38,46.87
2022-11-29-2:53,49.23
2022-11-29-3:8,44.72
2022-11-29-3:23,51.38
2022-11-29-3:38,53.61
2022-11-29-3:53,46.54
2022-11-29-4:8,48.8
2022-11-29-4:23,51.82
2022-11-29-4:38,46.11
2022-11-29-4:53,46.72
2022-11-29-5:8,42.56
2022-11-29-5:23,43.93
2022-11-29-5:38,52.83
2022-11-29-5:53,52.03
2022-11-29-6:8,46.15
2022-11-29-6:23,51.44
2022-11-29-6:38,42.81
2022-11-29-6:53,40.95
2022-11-29-7:8,44.61
2022-11-29-7:24,46.87
2022-11-29-7:39,44.21
2022-11-29-7:54,42.79
2022-11-29-8:9,50.32
2022-11-29-8:24,45.75
2022-11-29-8:39,53.05
2022-11-29-8:54,50.68
2022-11-29-9:9,47.84
2022-11-29-9:24,54.72
2022-11-29-9:39,45.16
2022-11-29-9:54,48.73
2022-11-29-10:9,49.1
2022-11-29-10:24,41.22
2022-11-29-10:39,46.2
2022-11-29-10:54,49.3
2022-11-29-11:9,48.98
2022-11-29-11:24,50.58
2022-11-29-11:39,40.08
2022-11-29-11:55,54.56
2022-11-29-12:10,54.68
2022-11-29-12:25,51.31
2022-11-29-12:40,52.09
2022-11-29-12:55,46.07
2022-11-29-13:10,43.91
2022-11-29-13:25,53.1
2022-11-29-13:40,46.94
2022-11-29-13:55,45.24
2022-11-29-14:10,48.84
2022-11-29-14:25,52.27
2022-11-29-14:40,44.93
2022-11-29-14:55,50.8
2022-11-29-15:10,52.61
2022-11-29-15:25,46.63
2022-11-29-15:40,53.46
2022-11-29-15:55,40.68
2022-11-29-16:10,46.74
2022-11-29-16:25,52.74
2022-11-29-16:40,47.37
2022-11-29-16:55,50.24
2022-11-29-17:10,51.74
2022-11-29-17:25,52.18
2022-11-29-17:41,48.04
2022-11-29-17:56,48.06
2022-11-29-18:11,43.46
2022-11-29-18:26,50.22
2022-11-29-18:41,49.91
2022-11-29-18:56,53.24
2022-11-29-19:11,48.41
2022-11-29-19:26,53.06
2022-11-29-19:41,48.94
2022-11-29-19:56,53.62
2022-11-29-20:11,40.78
2022-11-29-20:26,40.63
2022-11-29-20:41,43.22
2022-11-29-20:56,53.13
2022-11-29-21:11,44.61
2022-11-29-21:27,42.44
2022-11-29-21:42,52.48
2022-11-29-21:57,53.35
2022-11-29-22:12,52.25
2022-11-29-22:27,49.47
2022-11-29-22:42,40.38
2022-11-29-22:57,42.09
2022-11-29-23:12,40.79
2022-11-29-23:27,45.68
2022-11-29-23:42,40.17
2022-11-29-23:57,47.99
2022-11-30-0:7,50.43
2022-11-30-0:22,50.87
2022-11-30-0:37,46.64
2022-11-30-0:52,48.54
2022-11-30-1:7,41.91
2022-11-30-1:22,55.0
2022-11-30-1:37,51.46
2022-11-30-1:53,40.66
2022-11-30-2:8,40.91
2022-11-30-2:23,47.47
2022-11-30-2:38,52.41
2022-11-30-2:53,52.6
2022-11-30-3:8,41.78
2022-11-30-3:23,49.87
2022-11-30-3:38,50.08
2022-11-30-3:53,51.66
2022-11-30-4:8,41.84
2022-11-30-4:23,54.02
2022-11-30-4:38,51.55
2022-11-30-4:53,46.14
2022-11-30-5:8,49.02
2022-11-30-5:23,50.95
2022-11-30-5:38,52.41
2022-11-30-5:53,48.76
2022-11-30-6:8,49.12
2022-11-30-6:23,50.88
2022-11-30-6:38,44.11
2022-11-30-6:53,42.69
2022-11-30-7:8,50.82
2022-11-30-7:24,49.44
2022-11-30-7:39,42.23
2022-11-30-7:54,47.39
2022-11-30-8:9,54.58
2022-11-30-8:24,53.97
2022-11-30-8:39,44.42
2022-11-30-8:54,48.52
2022-11-30-9:9,53.37
2022-11-30-9:24,53.07
2022-11-30-9:39,51.98
2022-11-30-9:54,52.29
2022-11-30-10:9,52.13
2022-11-30-10:24,41.4
2022-11-30-10:39,44.93
2022-11-30-10:54,53.78
2022-11-30-11:9,40.58
2022-11-30-11:24,48.85
2022-11-30-11:39,50.55
2022-11-30-11:55,54.79
2022-11-30-12:10,41.33
2022-11-30-12:25,43.33
2022-11-30-12:40,47.21
2022-11-30-12:55,51.91
2022-11-30-13:10,47.18
2022-11-30-13:25,48.15
2022-11-30-13:40,50.62
2022-11-30-13:55,52.36
2022-11-30-14:10,51.28
2022-11-30-14:25,41.06
2022-11-30-14:40,46.73
2022-11-30-14:55,42.86
2022-11-30-15:10,51.94
2022-11-30-15:25,43.35
2022-11-30-15:40,45.63
2022-11-30-15:55,41.54
2022-11-30-16:10,45.07
2022-11-30-16:25,47.98
2022-11-30-16:40,43.77
2022-11-30-16:55,54.79
2022-11-30-17:10,44.84
2022-11-30-17:25,54.83
2022-11-30-17:41,44.07
2022-11-30-17:56,45.66
2022-11-30-18:11,51.45
2022-11-30-18:26,42.83
2022-11-30-18:41,42.04
2022-11-30-18:56,50.05
2022-11-30-19:11,46.66
2022-11-30-19:26,42.91
2022-11-30-19:41,44.25
2022-11-30-19:56,41.69
2022-11-30-20:11,53.26
2022-11-30-20:26,42.35
2022-11-30-20:41,49.33
2022-11-30-20:56,40.37
2022-11-30-21:11,50.39
2022-11-30-21:27,49.65
2022-11-30-21:42,50.55
2022-11-30-21:57,48.77
2022-11-30-22:12,48.83
2022-11-30-22:27,48.04
2022-11-30-22:42,51.41
2022-11-30-22:57,50.93
2022-11-30-23:12,50.99
2022-11-30-23:27,52.18
2022-11-30-23:42,45.92
2022-11-30-23:57,51.89
2022-12-01-0:7,52.16
2022-12-01-0:22,46.57
2022-12-01-0:37,51.21
2022-12-01-0:52,45.1
2022-12-01-1:7,54.87
2022-12-01-1:22,51.04
2022-12-01-1:37,48.81
2022-12-01-1:53,51.79
2022-12-01-2:8,53.31
2022-12-01-2:23,45.5
2022-12-01-2:38,51.66
2022-12-01-2:53,54.99
2022-12-01-3:8,46.87
2022-12-01-3:23,53.59
2022-12-01-3:38,52.31
2022-12-01-3:53,41.49
2022-12-01-4:8,43.59
2022-12-01-4:23,50.2
2022-12-01-4:38,40.91
2022-12-01-4:53,42.86
2022-12-01-5:8,44.92
2022-12-01-5:23,47.58
2022-12-01-5:38,49.15
2022-12-01-5:53,41.99
2022-12-01-6:8,41.71
2022-12-01-6:23,47.15
2022-12-01-6:38,51.16
2022-12-01-6:53,52.33
2022-12-01-7:8,54.83
2022-12-01-7:24,54.2
2022-12-01-7:39,46.49
2022-12-01-7:54,40.31
2022-12-01-8:9,49.46
2022-12-01-8:24,40.11
2022-12-01-8:39,51.58
2022-12-01-8:54,52.36
2022-12-01-9:9,50.76
2022-12-01-9:24,54.52
2022-12-01-9:39,43.16
2022-12-01-9:54,49.01
2022-12-01-10:9,54.42
2022-12-01-10:24,52.58
2022-12-01-10:39,54.52
2022-12-01-10:54,50.65
2022-12-01-11:9,53.46
2022-12-01-11:24,41.14
2022-12-01-11:39,42.87
2022-12-01-11:55,41.86
2022-12-01-12:10,45.48
2022-12-01-12:25,48.12
2022-12-01-12:40,52.17
2022-12-01-12:55,43.7
2022-12-01-13:10,47.28
2022-12-01-13:25,51.75
2022-12-01-13:40,40.31
2022-12-01-13:55,42.63
2022-12-01-14:10,51.61
2022-12-01-14:25,53.74
2022-12-01-14:40,48.3
2022-12-01-14:55,48.66
2022-12-01-15:10,42.53
2022-12-01-15:25,47.25
2022-12-01-15:40,45.95
2022-12-01-15:55,46.81
2022-12-01-16:10,50.85
2022-12-01-16:25,45.82
2022-12-01-16:40,51.2
2022-12-01-16:55,40.73
2022-12-01-17:10,44.13
2022-12-01-17:25,43.09
2022-12-01-17:41,50.12
2022-12-01-17:56,41.66
2022-12-01-18:11,51.58
2022-12-01-18:26,45.17
2022-12-01-18:41,51.25
2022-12-01-18:56,44.38
2022-12-01-19:11,46.71
2022-12-01-19:26,48.01
2022-12-01-19:41,52.03
2022-12-01-19:56,49.75
2022-12-01-20:11,51.89
2022-12-01-20:26,50.16
2022-12-01-20:41,51.23
2022-12-01-20:56,40.92
2022-12-01-21:11,53.84
2022-12-01-21:27,54.95
2022-12-01-21:42,41.16
2022-12-01-21:57,50.53
2022-12-01-22:12,54.59
2022-12-01-22:27,53.56
2022-12-01-22:42,49.04
2022-12-01-22:57,47.46
2022-12-01-23:12,41.7
2022-12-01-23:27,49.44
2022-12-01-23:42,54.31
2022-12-01-23:57,51.57
2022-12-02-0:7,51.56
2022-12-02-0:22,41.61
2022-12-02-0:37,52.01
2022-12-02-0:52,48.43
2022-12-02-1:7,44.16
2022-12-02-1:22,47.54
2022-12-02-1:37,44.55
2022-12-02-1:53,40.06
2022-12-02-2:8,51.78
2022-12-02-2:23,42.7
2022-12-02-2:38,47.11
2022-12-02-2:53,42.48
2022-12-02-3:8,41.71
2022-12-02-3:23,41.14
2022-12-02-3:38,51.35
2022-12-02-3:53,51.82
2022-12-02-4:8,47.78
2022-12-02-4:23,52.98
2022-12-02-4:38,41.42
2022-12-02-4:53,53.39
2022-12-02-5:8,51.22
2022-12-02-5:23,49.94
2022-12-02-5:38,50.44
2022-12-02-5:53,45.77
2022-12-02-6:8,48.56
2022-12-02-6:23,51.7
2022-12-02-6:38,48.65
2022-12-02-6:53,40.18
2022-12-02-7:8,54.89
2022-12-02-7:24,46.19
2022-12-02-7:39,54.86
2022-12-02-7:54,47.51
2022-12-02-8:9,48.29
2022-12-02-8:24,51.56
2022-12-02-8:39,44.2
2022-12-02-8:54,46.34
2022-12-02-9:9,41.21
2022-12-02-9:24,45.44
2022-12-02-9:39,44.16
2022-12-02-9:54,47.59
2022-12-02-10:9,46.99
2022-12-02-10:24,52.67
2022-12-02-10:39,53.75
2022-12-02-10:54,53.57
2022-12-02-11:9,41.2
2022-12-02-11:24,44.25
2022-12-02-11:39,51.27
2022-12-02-11:55,42.51
2022-12-02-12:10,48.09
2022-12-02-12:25,50.8
2022-12-02-12:40,40.11
2022-12-02-12:55,49.72
2022-12-02-13:10,47.1
2022-12-02-13:25,41.92
2022-12-02-13:40,43.68
2022-12-02-13:55,52.63
2022-12-02-14:10,54.24
2022-12-02-14:25,44.13
2022-12-02-14:40,42.27
2022-12-02-14:55,44.6
2022-12-02-15:10,47.19
2022-12-02-15:25,40.74
2022-12-02-15:40,42.02
2022-12-02-15:55,47.06
2022-12-02-16:10,50.18
2022-12-02-16:25,46.69
2022-12-02-16:40,54.38
2022-12-02-16:55,47.73
2022-12-02-17:10,51.8
2022-12-02-17:25,52.64
2022-12-02-17:41,51.41
2022-12-02-17:56,46.25
2022-12-02-18:11,43.6
2022-12-02-18:26,50.13
2022-12-02-18:41,52.02
2022-12-02-18:56,40.28
2022-12-02-19:11,44.76
2022-12-02-19:26,45.69
2022-12-02-19:41,43.29
2022-12-02-19:56,54.42
2022-12-02-20:11,41.19
2022-12-02-20:26,52.93
2022-12-02-20:41,52.82
2022-12-02-20:56,53.59
2022-12-02-21:11,53.15
2022-12-02-21:27,53.23
2022-12-02-21:42,54.45
2022-12-02-21:57,43.29
2022-12-02-22:12,54.75
2022-12-02-22:27,54.78
2022-12-02-22:42,50.24
2022-12-02-22:57,44.17
2022-12-02-23:12,40.59
2022-12-02-23:27,49.1
2022-12-02-23:42,48.11
2022-12-02-23:57,53.57
2022-12-03-0:7,45.8
2022-12-03-0:22,45.02
2022-12-03-0:37,54.44
2022-12-03-0:52,44.45
2022-12-03-1:7,54.27
2022-12-03-1:22,54.59
2022-12-03-1:37,47.55
2022-12-03-1:53,50.87
2022-12-03-2:8,41.46
2022-12-03-2:23,54.62
2022-12-03-2:38,45.63
2022-12-03-2:53,49.31
2022-12-03-3:8,42.47
2022-12-03-3:23,51.08
2022-12-03-3:38,42.76
2022-12-03-3:53,45.68
2022-12-03-4:8,47.85
2022-12-03-4:23,44.63
2022-12-03-4:38,48.18
2022-12-03-4:53,44.33
2022-12-03-5:8,41.27
2022-12-03-5:23,48.45
2022-12-03-5:38,48.63
2022-12-03-5:53,45.35
2022-12-03-6:8,48.7
2022-12-03-6:23,47.02
2022-12-03-6:38,52.91
2022-12-03-6:53,50.07
2022-12-03-7:8,48.89
2022-12-03-7:24,52.02
2022-12-03-7:39,54.84
2022-12-03-7:54,49.14
2022-12-03-8:9,48.49
2022-12-03-8:24,49.56
2022-12-03-8:39,41.59
2022-12-03-8:54,51.28
2022-12-03-9:9,47.59
2022-12-03-9:24,45.19
2022-12-03-9:39,50.05
2022-12-03-9:54,40.28
2022-12-03-10:9,42.15
2022-12-03-10:24,54.84
2022-12-03-10:39,48.5
2022-12-03-10:54,44.69
2022-12-03-11:9,46.37
2022-12-03-11:24,40.27
2022-12-03-11:39,40.38
2022-12-03-11:55,49.26
2022-12-03-12:10,53.74
2022-12-03-12:25,42.66
2022-12-03-12:40,50.18
2022-12-03-12:55,41.08
2022-12-03-13:10,46.21
2022-12-03-13:25,48.05
2022-12-03-13:40,47.12
2022-12-03-13:55,43.15
2022-12-03-14:10,41.67
2022-12-03-14:25,54.91
2022-12-03-14:40,44.37
2022-12-03-14:55,52.02
2022-12-03-15:10,42.94
2022-12-03-15:25,40.14
2022-12-03-15:40,42.78
2022-12-03-15:55,44.35
2022-12-03-16:10,53.87
2022-12-03-16:25,43.15
2022-12-03-16:40,44.0
2022-12-03-16:55,43.02
2022-12-03-17:10,40.45
2022-12-03-17:25,41.19
2022-12-03-17:41,43.98
2022-12-03-17:56,40.37
2022-12-03-18:11,48.74
2022-12-03-18:26,48.65
2022-12-03-18:41,40.31
2022-12-03-18:56,47.51
2022-12-03-19:11,43.08
2022-12-03-19:26,41.56
2022-12-03-19:41,46.04
2022-12-03-19:56,49.67
2022-12-03-20:11,43.21
2022-12-03-20:26,46.91
2022-12-03-20:41,52.18
2022-12-03-20:56,40.39
2022-12-03-21:11,50.75
2022-12-03-21:27,49.32
2022-12-03-21:42,47.19
2022-12-03-21:57,48.31
2022-12-03-22:12,52.13
2022-12-03-22:27,53.3
2022-12-03-22:42,49.13
2022-12-03-22:57,44.48
2022-12-03-23:12,47.55
2022-12-03-23:27,49.23
2022-12-03-23:42,46.52
2022-12-03-23:57,43.39
2022-12-04-0:7,44.79
2022-12-04-0:22,52.06
2022-12-04-0:37,48.98
2022-12-04-0:52,46.85
2022-12-04-1:7,41.03
2022-12-04-1:22,51.59
2022-12-04-1:37,46.34
2022-12-04-1:53,48.67
2022-12-04-2:8,49.36
2022-12-04-2:23,40.22
2022-12-04-2:38,48.43
2022-12-04-2:53,46.94
2022-12-04-3:8,49.56
2022-12-04-3:23,54.11
2022-12-04-3:38,42.79
2022-12-04-3:53,48.79
2022-12-04-4:8,49.23
2022-12-04-4:23,48.23
2022-12-04-4:38,52.81
2022-12-04-4:53,40.99
2022-12-04-5:8,45.4
2022-12-04-5:23,53.25
2022-12-04-5:38,43.73
2022-12-04-5:53,53.59
2022-12-04-6:8,50.78
2022-12-04-6:23,47.02
2022-12-04-6:38,51.73
2022-12-04-6:53,49.49
2022-12-04-7:8,45.28
2022-12-04-7:24,46.68
2022-12-04-7:39,50.51
2022-12-04-7:54,49.25
2022-12-04-8:9,47.64
2022-12-04-8:24,47.99
2022-12-04-8:39,43.64
2022-12-04-8:54,44.97
2022-12-04-9:9,43.47
2022-12-04-9:24,48.75
2022-12-04-9:39,45.31
2022-12-04-9:54,52.81
2022-12-04-10:9,51.78
2022-12-04-10:24,45.08
2022-12-04-10:39,52.8
2022-12-04-10:54,46.6
2022-12-04-11:9,41.15
2022-12-04-11:24,40.47
2022-12-04-11:39,46.2
2022-12-04-11:55,51.1
2022-12-04-12:10,46.97
2022-12-04-12:25,48.93
2022-12-04-12:40,40.63
2022-12-04-12:55,54.24
2022-12-04-13:10,50.65
2022-12-04-13:25,46.54
2022-12-04-13:40,53.35
2022-12-04-13:55,50.98
2022-12-04-14:10,49.71
2022-12-04-14:25,47.82
2022-12-04-14:40,50.56
2022-12-04-14:55,40.09
2022-12-04-15:10,41.49
2022-12-04-15:25,53.59
2022-12-04-15:40,48.94
2022-12-04-15:55,54.4
2022-12-04-16:10,53.49
2022-12-04-16:25,47.53
2022-12-04-16:40,50.58
2022-12-04-16:55,45.42
2022-12-04-17:10,45.47
2022-12-04-17:25,45.11
2022-12-04-17:41,42.87
2022-12-04-17:56,46.33
2022-12-04-18:11,51.67
2022-12-04-18:26,51.85
2022-12-04-18:41,43.76
2022-12-04-18:56,44.92
2022-12-04-19:11,49.24
2022-12-04-19:26,44.6
2022-12-04-19:41,51.99
2022-12-04-19:56,53.83
2022-12-04-20:11,53.63
2022-12-04-20:26,48.79
2022-12-04-20:41,41.96
2022-12-04-20:56,54.25
2022-12-04-21:11,52.1
2022-12-04-21:27,40.6
2022-12-04-21:42,46.64
2022-12-04-21:57,45.44
2022-12-04-22:12,44.58
2022-12-04-22:27,45.99
2022-12-04-22:42,40.01
2022-12-04-22:57,53.84
2022-12-04-23:12,48.91
2022-12-04-23:27,52.25
2022-12-04-23:42,54.81
2022-12-04-23:57,43.33
2022-12-05-0:7,47.65
2022-12-05-0:22,52.99
2022-12-05-0:37,54.43
2022-12-05-0:52,41.96
2022-12-05-1:7,43.95
2022-12-05-1:22,43.13
2022-12-05-1:37,49.46
2022-12-05-1:53,49.86
2022-12-05-2:8,53.19
2022-12-05-2:23,49.06
2022-12-05-2:38,42.64
2022-12-05-2:53,48.18
2022-12-05-3:8,49.7
2022-12-05-3:23,50.68
2022-12-05-3:38,52.41
2022-12-05-3:53,45.18
2022-12-05-4:8,46.45
2022-12-05-4:23,50.17
2022-12-05-4:38,40.39
2022-12-05-4:53,46.66
2022-12-05-5:8,42.71
2022-12-05-5:23,54.29
2022-12-05-5:38,48.38
2022-12-05-5:53,53.77
2022-12-05-6:8,47.31
2022-12-05-6:23,45.83
2022-12-05-6:38,49.54
2022-12-05-6:53,45.79
2022-12-05-7:8,54.26
2022-12-05-7:24,51.7
2022-12-05-7:39,49.44
2022-12-05-7:54,51.03
2022-12-05-8:9,49.85
2022-12-05-8:24,42.29
2022-12-05-8:39,48.83
2022-12-05-8:54,43.41
2022-12-05-9:9,48.3
2022-12-05-9:24,54.29
2022-12-05-9:39,51.29
2022-12-05-9:54,45.86
2022-12-05-10:9,45.43
2022-12-05-10:24,47.85
2022-12-05-10:39,52.31
2022-12-05-10:54,52.55
2022-12-05-11:9,51.79
2022-12-05-11:24,41.96
2022-12-05-11:39,51.39
2022-12-05-11:55,54.34
2022-12-05-12:10,43.89
2022-12-05-12:25,47.51
2022-12-05-12:40,49.07
2022-12-05-12:55,47.07
2022-12-05-13:10,48.42
2022-12-05-13:25,48.99
2022-12-05-13:40,49.8
2022-12-05-13:55,44.78
2022-12-05-14:10,41.61
2022-12-05-14:25,52.16
2022-12-05-14:40,54.11
2022-12-05-14:55,50.86
2022-12-05-15:10,42.07
2022-12-05-15:25,41.38
2022-12-05-15:40,52.68
2022-12-05-15:55,44.75
2022-12-05-16:10,43.92
2022-12-05-16:25,52.43
2022-12-05-16:40,49.4
2022-12-05-16:55,50.44
2022-12-05-17:10,41.18
2022-12-05-17:25,47.02
2022-12-05-17:41,42.69
2022-12-05-17:56,41.46
2022-12-05-18:11,45.09
2022-12-05-18:26,46.0
2022-12-05-18:41,49.79
2022-12-05-18:56,46.09
2022-12-05-19:11,43.68
2022-12-05-19:26,40.99
2022-12-05-19:41,54.07
2022-12-05-19:56,40.2
2022-12-05-20:11,42.0
2022-12-05-20:26,41.68
2022-12-05-20:41,41.68
2022-12-05-20:56,54.11
2022-12-05-21:11,42.36
2022-12-05-21:27,46.07
2022-12-05-21:42,51.41
2022-12-05-21:57,42.13
2022-12-05-22:12,53.64
2022-12-05-22:27,49.07
2022-12-05-22:42,42.05
2022-12-05-22:57,46.96
2022-12-05-23:12,45.69
2022-12-05-23:27,44.97
2022-12-05-23:42,43.88
2022-12-05-23:57,40.89
2022-12-06-0:7,54.55
2022-12-06-0:22,52.72
2022-12-06-0:37,40.51
2022-12-06-0:52,47.49
2022-12-06-1:7,48.04
2022-12-06-1:22,46.68
2022-12-06-1:37,52.77
2022-12-06-1:53,40.03
2022-12-06-2:8,41.87
2022-12-06-2:23,47.86
2022-12-06-2:38,42.87
2022-12-06-2:53,43.15
2022-12-06-3:8,40.65
2022-12-06-3:23,52.91
2022-12-06-3:38,42.92
2022-12-06-3:53,45.11
2022-12-06-4:8,40.29
2022-12-06-4:23,40.89
2022-12-06-4:38,52.09
2022-12-06-4:53,48.66
2022-12-06-5:8,49.73
2022-12-06-5:23,40.65
2022-12-06-5:38,48.7
2022-12-06-5:53,51.6
2022-12-06-6:8,53.85
2022-12-06-6:23,54.08
2022-12-06-6:38,44.39
2022-12-06-6:53,51.76
2022-12-06-7:8,47.56
2022-12-06-7:24,47.73
2022-12-06-7:39,46.63
2022-12-06-7:54,48.6
2022-12-06-8:9,43.18
2022-12-06-8:24,50.96
2022-12-06-8:39,54.56
2022-12-06-8:54,47.19
2022-12-06-9:9,50.41
2022-12-06-9:24,44.58
2022-12-06-9:39,47.32
2022-12-06-9:54,43.06
2022-12-06-10:9,48.82
2022-12-06-10:24,40.03
2022-12-06-10:39,40.62
2022-12-06-10:54,50.77
2022-12-06-11:9,49.12
2022-12-06-11:24,51.14
2022-12-06-11:39,44.08
2022-12-06-11:55,44.94
2022-12-06-12:10,43.52
2022-12-06-12:25,53.41
2022-12-06-12:40,51.06
2022-12-06-12:55,50.76
2022-12-06-13:10,47.19
2022-12-06-13:25,42.67
2022-12-06-13:40,42.21
2022-12-06-13:55,52.87
2022-12-06-14:10,42.72
2022-12-06-14:25,54.27
2022-12-06-14:40,49.81
2022-12-06-14:55,54.74
2022-12-06-15:10,49.0
2022-12-06-15:25,50.37
2022-12-06-15:40,40.47
2022-12-06-15:55,43.55
2022-12-06-16:10,46.9
2022-12-06-16:25,50.22
2022-12-06-16:40,47.02
2022-12-06-16:55,41.98
2022-12-06-17:10,48.98
2022-12-06-17:25,52.08
2022-12-06-17:41,45.86
2022-12-06-17:56,47.52
2022-12-06-18:11,41.71
2022-12-06-18:26,42.37
2022-12-06-18:41,40.07
2022-12-06-18:56,54.93
2022-12-06-19:11,54.51
2022-12-06-19:26,49.39
2022-12-06-19:41,51.32
2022-12-06-19:56,51.28
2022-12-06-20:11,53.97
2022-12-06-20:26,48.99
2022-12-06-20:41,40.63
2022-12-06-20:56,44.38
2022-12-06-21:11,54.31
2022-12-06-21:27,50.42
2022-12-06-21:42,47.82
2022-12-06-21:57,40.36
2022-12-06-22:12,52.71
2022-12-06-22:27,44.17
2022-12-06-22:42,43.28
2022-12-06-22:57,52.77
2022-12-06-23:12,40.93
2022-12-06-23:27,44.41
2022-12-06-23:42,45.3
2022-12-06-23:57,50.78
2022-12-07-0:7,50.25
2022-12-07-0:22,46.71
2022-12-07-0:37,50.6
2022-12-07-0:52,42.09
2022-12-07-1:7,48.54
2022-12-07-1:22,41.09
2022-12-07-1:37,54.98
2022-12-07-1:53,49.64
2022-12-07-2:8,43.16
2022-12-07-2:23,44.58
2022-12-07-2:38,50.78
2022-12-07-2:53,45.57
2022-12-07-3:8,44.98
2022-12-07-3:23,45.53
2022-12-07-3:38,42.7
2022-12-07-3:53,53.64
2022-12-07-4:8,52.34
2022-12-07-4:23,47.8
2022-12-07-4:38,44.58
2022-12-07-4:53,44.17
2022-12-07-5:8,50.35
2022-12-07-5:23,48.33
2022-12-07-5:38,53.41
2022-12-07-5:53,45.76
2022-12-07-6:8,51.0
2022-12-07-6:23,48.7
2022-12-07-6:38,52.92
2022-12-07-6:53,50.0
2022-12-07-7:8,50.98
2022-12-07-7:24,45.55
2022-12-07-7:39,49.34
2022-12-07-7:54,54.82
2022-12-07-8:9,53.16
2022-12-07-8:24,45.28
2022-12-07-8:39,45.59
2022-12-07-8:54,40.6
2022-12-07-9:9,42.86
2022-12-07-9:24,52.29
2022-12-07-9:39,52.56
2022-12-07-9:54,49.11
2022-12-07-10:9,51.32
2022-12-07-10:24,45.51
2022-12-07-10:39,52.09
2022-12-07-10:54,50.94
2022-12-07-11:9,48.95
2022-12-07-11:24,48.23
2022-12-07-11:39,44.83
2022-12-07-11:55,41.89
2022-12-07-12:10,45.7
2022-12-07-12:25,51.96
2022-12-07-12:40,50.91
2022-12-07-12:55,44.19
2022-12-07-13:10,46.71
2022-12-07-13:25,48.08
2022-12-07-13:40,49.09
2022-12-07-13:55,45.68
2022-12-07-14:10,44.69
2022-12-07-14:25,50.93
2022-12-07-14:40,54.7
2022-12-07-14:55,52.52
2022-12-07-15:10,49.82
2022-12-07-15:25,50.51
2022-12-07-15:40,47.78
2022-12-07-15:55,46.96
2022-12-07-16:10,45.68
2022-12-07-16:25,53.92
2022-12-07-16:40,49.39
2022-12-07-16:55,45.16
2022-12-07-17:10,40.47
2022-12-07-17:25,52.69
2022-12-07-17:41,43.07
2022-12-07-17:56,50.5
2022-12-07-18:11,43.98
2022-12-07-18:26,40.98
2022-12-07-18:41,51.16
2022-12-07-18:56,44.81
2022-12-07-19:11,40.25
2022-12-07-19:26,52.65
2022-12-07-19:41,41.15
2022-12-07-19:56,43.75
2022-12-07-20:11,51.29
2022-12-07-20:26,43.69
2022-12-07-20:41,50.12
2022-12-07-20:56,46.91
2022-12-07-21:11,41.1
2022-12-07-21:27,48.45
2022-12-07-21:42,43.09
2022-12-07-21:57,50.83
2022-12-07-22:12,48.29
2022-12-07-22:27,42.06
2022-12-07-22:42,48.18
2022-12-07-22:57,44.9
2022-12-07-23:12,47.56
2022-12-07-23:27,52.97
2022-12-07-23:42,45.25
2022-12-07-23:57,45.04
2022-12-08-0:7,53.79
2022-12-08-0:22,43.88
2022-12-08-0:37,50.51
2022-12-08-0:52,48.87
2022-12-08-1:7,53.52
2022-12-08-1:22,43.31
2022-12-08-1:37,42.02
2022-12-08-1:53,44.61
2022-12-08-2:8,42.17
2022-12-08-2:23,48.07
2022-12-08-2:38,52.42
2022-12-08-2:53,47.03
2022-12-08-3:8,44.9
2022-12-08-3:23,44.47
