Time,Temperature
2022-12-18-1:37,22.6
2022-12-18-1:53,22.45
2022-12-18-2:8,22.54
2022-12-18-2:23,22.58
2022-12-18-2:38,22.42
2022-12-18-2:53,22.59
2022-12-18-3:8,22.59
2022-12-18-3:23,22.54
2022-12-18-3:38,22.55
2022-12-18-3:53,22.42
2022-12-18-4:8,22.55
2022-12-18-4:23,22.41
2022-12-18-4:38,22.59
2022-12-18-4:53,22.42
2022-12-18-5:8,22.47
2022-12-18-5:23,22.45
2022-12-18-5:38,22.53
2022-12-18-5:53,22.53
2022-12-18-6:8,22.59
2022-12-18-6:23,22.41
2022-12-18-6:38,22.5
2022-12-18-6:53,22.47
2022-12-18-7:8,22.56
2022-12-18-7:24,22.56
2022-12-18-7:39,22.53
2022-12-18-7:54,22.5
2022-12-18-8:9,22.41
2022-12-18-8:24,22.6
2022-12-18-8:39,22.51
2022-12-18-8:54,22.57
2022-12-18-9:9,22.53
2022-12-18-9:24,22.42
2022-12-18-9:39,22.6
2022-12-18-9:54,22.53
2022-12-18-10:9,22.52
2022-12-18-10:24,22.43
2022-12-18-10:39,22.57
2022-12-18-10:54,22.49
2022-12-18-11:9,22.57
2022-12-18-11:24,22.41
2022-12-18-11:39,22.56
2022-12-18-11:55,22.57
2022-12-18-12:10,22.52
2022-12-18-12:25,22.53
2022-12-18-12:40,22.55
2022-12-18-12:55,22.4
2022-12-18-13:10,22.42
2022-12-18-13:25,22.5
2022-12-18-13:40,22.47
2022-12-18-13:55,22.43
2022-12-18-14:10,22.51
2022-12-18-14:25,22.52
2022-12-18-14:40,22.47
2022-12-18-14:55,22.49
2022-12-18-15:10,22.45
2022-12-18-15:25,22.49
2022-12-18-15:40,22.49
2022-12-18-15:55,22.43
2022-12-18-16:10,22.56
2022-12-18-16:25,22.57
2022-12-18-16:40,22.44
2022-12-18-16:55,22.57
2022-12-18-17:10,22.57
2022-12-18-17:25,22.49
2022-12-18-17:41,22.49
2022-12-18-17:56,22.54
2022-12-18-18:11,22.59
2022-12-18-18:26,22.52
2022-12-18-18:41,22.56
2022-12-18-18:56,22.54
2022-12-18-19:11,22.46
2022-12-18-19:26,22.5
2022-12-18-19:41,22.49
2022-12-18-19:56,22.42
2022-12-18-20:11,22.5
2022-12-18-20:26,22.41
2022-12-18-20:41,22.45
2022-12-18-20:56,22.5
2022-12-18-21:11,22.52
2022-12-18-21:27,22.58
2022-12-18-21:42,22.56
2022-12-18-21:57,22.52
2022-12-18-22:12,22.42
2022-12-18-22:27,22.57
2022-12-18-22:42,22.53
2022-12-18-22:57,22.57
2022-12-18-23:12,22.47
2022-12-18-23:27,22.47
2022-12-18-23:42,22.51
2022-12-18-23:57,22.46
2022-12-19-0:7,22.46
2022-12-19-0:22,22.57
2022-12-19-0:37,22.43
2022-12-19-0:52,22.43
2022-12-19-1:7,22.55
2022-12-19-1:22,22.54
2022-12-19-1:37,22.47
2022-12-19-1:53,22.45
2022-12-19-2:8,22.57
2022-12-19-2:23,22.4
2022-12-19-2:38,22.58
2022-12-19-2:53,22.57
2022-12-19-3:8,22.51
2022-12-19-3:23,22.49
2022-12-19-3:38,22.45
2022-12-19-3:53,22.59
2022-12-19-4:8,22.55
2022-12-19-4:23,22.48
2022-12-19-4:38,22.45
2022-12-19-4:53,22.5
2022-12-19-5:8,22.43
2022-12-19-5:23,22.52
2022-12-19-5:38,22.53
2022-12-19-5:53,22.58
2022-12-19-6:8,22.51
2022-12-19-6:23,22.44
2022-12-19-6:38,22.58
2022-12-19-6:53,22.41
2022-12-19-7:8,22.42
2022-12-19-7:24,22.54
2022-12-19-7:39,22.56
2022-12-19-7:54,22.52
2022-12-19-8:9,22.54
2022-12-19-8:24,22.46
2022-12-19-8:39,22.43
2022-12-19-8:54,22.59
2022-12-19-9:9,22.4
2022-12-19-9:24,22.5
2022-12-19-9:39,22.4
2022-12-19-9:54,22.45
2022-12-19-10:9,22.53
2022-12-19-10:24,22.55
2022-12-19-10:39,22.53
2022-12-19-10:54,22.45
2022-12-19-11:9,22.43
2022-12-19-11:24,22.5
2022-12-19-11:39,22.41
2022-12-19-11:55,22.45
2022-12-19-12:10,22.55
2022-12-19-12:25,22.43
2022-12-19-12:40,22.48
2022-12-19-12:55,22.6
2022-12-19-13:10,22.53
2022-12-19-13:25,22.47
2022-12-19-13:40,22.49
2022-12-19-13:55,22.51
2022-12-19-14:10,22.47
2022-12-19-14:25,22.47
2022-12-19-14:40,22.42
2022-12-19-14:55,22.41
2022-12-19-15:10,22.46
2022-12-19-15:25,22.5
2022-12-19-15:40,22.54
2022-12-19-15:55,22.54
2022-12-19-16:10,22.4
2022-12-19-16:25,22.44
2022-12-19-16:40,22.47
2022-12-19-16:55,22.57
2022-12-19-17:10,22.48
2022-12-19-17:25,22.51
2022-12-19-17:41,22.5
2022-12-19-17:56,22.42
2022-12-19-18:11,22.46
2022-12-19-18:26,22.43
2022-12-19-18:41,22.46
2022-12-19-18:56,22.46
2022-12-19-19:11,22.59
2022-12-19-19:26,22.43
2022-12-19-19:41,22.59
2022-12-19-19:56,22.56
2022-12-19-20:11,22.53
2022-12-19-20:26,22.48
2022-12-19-20:41,22.54
2022-12-19-20:56,22.45
2022-12-19-21:11,22.42
2022-12-19-21:27,22.55
2022-12-19-21:42,22.57
2022-12-19-21:57,22.54
2022-12-19-22:12,22.43
2022-12-19-22:27,22.45
2022-12-19-22:42,22.56
2022-12-19-22:57,22.57
2022-12-19-23:12,22.52
2022-12-19-23:27,22.46
2022-12-19-23:42,22.57
2022-12-19-23:57,22.47
2022-12-20-0:7,22.49
2022-12-20-0:22,22.59
2022-12-20-0:37,22.59
2022-12-20-0:52,22.45
2022-12-20-1:7,22.57
2022-12-20-1:22,22.43
2022-12-20-1:37,22.52
2022-12-20-1:53,22.59
2022-12-20-2:8,22.52
2022-12-20-2:23,22.56
2022-12-20-2:38,22.59
2022-12-20-2:53,22.56
2022-12-20-3:8,22.53
2022-12-20-3:23,22.45
2022-12-20-3:38,22.45
2022-12-20-3:53,22.55
2022-12-20-4:8,22.44
2022-12-20-4:23,22.49
2022-12-20-4:38,22.45
2022-12-20-4:53,22.48
2022-12-20-5:8,22.45
2022-12-20-5:23,22.58
2022-12-20-5:38,22.53
2022-12-20-5:53,22.49
2022-12-20-6:8,22.43
2022-12-20-6:23,22.42
2022-12-20-6:38,22.6
2022-12-20-6:53,22.56
2022-12-20-7:8,22.57
2022-12-20-7:24,22.43
2022-12-20-7:39,22.58
2022-12-20-7:54,22.44
2022-12-20-8:9,22.42
2022-12-20-8:24,22.55
2022-12-20-8:39,22.6
2022-12-20-8:54,22.51
2022-12-20-9:9,22.58
2022-12-20-9:24,22.45
2022-12-20-9:39,22.43
2022-12-20-9:54,22.43
2022-12-20-10:9,22.42
2022-12-20-10:24,22.43
2022-12-20-10:39,22.44
2022-12-20-10:54,22.54
2022-12-20-11:9,22.45
2022-12-20-11:24,22.41
2022-12-20-11:39,22.52
2022-12-20-11:55,22.46
2022-12-20-12:10,22.59
2022-12-20-12:25,22.56
2022-12-20-12:40,22.41
2022-12-20-12:55,22.43
2022-12-20-13:10,22.54
2022-12-20-13:25,22.59
2022-12-20-13:40,22.41
2022-12-20-13:55,22.41
2022-12-20-14:10,22.58
2022-12-20-14:25,22.42
2022-12-20-14:40,22.52
2022-12-20-14:55,22.54
2022-12-20-15:10,22.43
2022-12-20-15:25,22.42
2022-12-20-15:40,22.55
2022-12-20-15:55,22.52
2022-12-20-16:10,22.5
2022-12-20-16:25,22.44
2022-12-20-16:40,22.52
2022-12-20-16:55,22.54
2022-12-20-17:10,22.54
2022-12-20-17:25,22.5
2022-12-20-17:41,22.48
2022-12-20-17:56,22.47
2022-12-20-18:11,22.57
2022-12-20-18:26,22.53
2022-12-20-18:41,22.47
2022-12-20-18:56,22.55
2022-12-20-19:11,22.58
2022-12-20-19:26,22.59
2022-12-20-19:41,22.59
2022-12-20-19:56,22.53
2022-12-20-20:11,22.57
2022-12-20-20:26,22.51
2022-12-20-20:41,22.52
2022-12-20-20:56,22.59
2022-12-20-21:11,22.44
2022-12-20-21:27,22.49
2022-12-20-21:42,22.53
2022-12-20-21:57,22.48
2022-12-20-22:12,22.58
2022-12-20-22:27,22.46
2022-12-20-22:42,22.6
2022-12-20-22:57,22.6
2022-12-20-23:12,22.53
2022-12-20-23:27,22.41
2022-12-20-23:42,22.41
2022-12-20-23:57,22.47
2022-12-21-0:7,22.59
2022-12-21-0:22,22.5
2022-12-21-0:37,22.54
2022-12-21-0:52,22.5
2022-12-21-1:7,22.48
2022-12-21-1:22,22.6
2022-12-21-1:37,22.48
2022-12-21-1:53,22.52
2022-12-21-2:8,22.47
2022-12-21-2:23,22.54
2022-12-21-2:38,22.44
2022-12-21-2:53,22.49
2022-12-21-3:8,22.53
2022-12-21-3:23,22.44
2022-12-21-3:38,22.46
2022-12-21-3:53,22.58
2022-12-21-4:8,22.51
2022-12-21-4:23,22.43
2022-12-21-4:38,22.56
2022-12-21-4:53,22.42
2022-12-21-5:8,22.53
2022-12-21-5:23,22.49
2022-12-21-5:38,22.48
2022-12-21-5:53,22.45
2022-12-21-6:8,22.56
2022-12-21-6:23,22.48
2022-12-21-6:38,22.6
2022-12-21-6:53,22.52
2022-12-21-7:8,22.6
2022-12-21-7:24,22.45
2022-12-21-7:39,22.55
2022-12-21-7:54,22.59
2022-12-21-8:9,22.48
2022-12-21-8:24,22.47
2022-12-21-8:39,22.6
2022-12-21-8:54,22.51
2022-12-21-9:9,22.43
2022-12-21-9:24,22.44
2022-12-21-9:39,22.43
2022-12-21-9:54,22.48
2022-12-21-10:9,22.57
2022-12-21-10:24,22.54
2022-12-21-10:39,22.56
2022-12-21-10:54,22.41
2022-12-21-11:9,22.42
2022-12-21-11:24,22.41
2022-12-21-11:39,22.54
2022-12-21-11:55,22.57
2022-12-21-12:10,22.6
2022-12-21-12:25,22.41
2022-12-21-12:40,22.4
2022-12-21-12:55,22.44
2022-12-21-13:10,22.55
2022-12-21-13:25,22.43
2022-12-21-13:40,22.5
2022-12-21-13:55,22.53
2022-12-21-14:10,22.57
2022-12-21-14:25,22.53
2022-12-21-14:40,22.47
2022-12-21-14:55,22.56
2022-12-21-15:10,22.41
2022-12-21-15:25,22.49
2022-12-21-15:40,22.6
2022-12-21-15:55,22.57
2022-12-21-16:10,22.41
2022-12-21-16:25,22.51
2022-12-21-16:40,22.48
2022-12-21-16:55,22.57
2022-12-21-17:10,22.52
2022-12-21-17:25,22.47
2022-12-21-17:41,22.56
2022-12-21-17:56,22.42
2022-12-21-18:11,22.45
2022-12-21-18:26,22.59
2022-12-21-18:41,22.51
2022-12-21-18:56,22.49
2022-12-21-19:11,22.47
2022-12-21-19:26,22.49
2022-12-21-19:41,22.49
2022-12-21-19:56,22.49
2022-12-21-20:11,22.43
2022-12-21-20:26,22.52
2022-12-21-20:41,22.54
2022-12-21-20:56,22.45
2022-12-21-21:11,22.58
2022-12-21-21:27,22.45
2022-12-21-21:42,22.56
2022-12-21-21:57,22.45
2022-12-21-22:12,22.48
2022-12-21-22:27,22.52
2022-12-21-22:42,22.55
2022-12-21-22:57,22.5
2022-12-21-23:12,22.46
2022-12-21-23:27,22.59
2022-12-21-23:42,22.42
2022-12-21-23:57,22.51
2022-12-22-0:7,22.59
2022-12-22-0:22,22.43
2022-12-22-0:37,22.52
2022-12-22-0:52,22.4
2022-12-22-1:7,22.55
2022-12-22-1:22,22.42
2022-12-22-1:37,22.5
2022-12-22-1:53,22.47
2022-12-22-2:8,22.46
2022-12-22-2:23,22.55
2022-12-22-2:38,22.59
2022-12-22-2:53,22.52
2022-12-22-3:8,22.4
2022-12-22-3:23,22.56
2022-12-22-3:38,22.44
2022-12-22-3:53,22.51
2022-12-22-4:8,22.44
2022-12-22-4:23,22.46
2022-12-22-4:38,22.55
2022-12-22-4:53,22.46
2022-12-22-5:8,22.44
2022-12-22-5:23,22.54
2022-12-22-5:38,22.41
2022-12-22-5:53,22.58
2022-12-22-6:8,22.54
2022-12-22-6:23,22.46
2022-12-22-6:38,22.51
2022-12-22-6:53,22.51
2022-12-22-7:8,22.42
2022-12-22-7:24,22.44
2022-12-22-7:39,22.6
2022-12-22-7:54,22.52
2022-12-22-8:9,22.44
2022-12-22-8:24,22.41
2022-12-22-8:39,22.59
2022-12-22-8:54,22.49
2022-12-22-9:9,22.57
2022-12-22-9:24,22.47
2022-12-22-9:39,22.53
2022-12-22-9:54,22.43
2022-12-22-10:9,22.59
2022-12-22-10:24,22.48
2022-12-22-10:39,22.49
2022-12-22-10:54,22.51
2022-12-22-11:9,22.52
2022-12-22-11:24,22.6
2022-12-22-11:39,22.56
2022-12-22-11:55,22.43
2022-12-22-12:10,22.57
2022-12-22-12:25,22.41
2022-12-22-12:40,22.47
2022-12-22-12:55,22.44
2022-12-22-13:10,22.54
2022-12-22-13:25,22.51
2022-12-22-13:40,22.59
2022-12-22-13:55,22.58
2022-12-22-14:10,22.47
2022-12-22-14:25,22.59
2022-12-22-14:40,22.57
2022-12-22-14:55,22.59
2022-12-22-15:10,22.4
2022-12-22-15:25,22.46
2022-12-22-15:40,22.41
2022-12-22-15:55,22.59
2022-12-22-16:10,22.47
2022-12-22-16:25,22.6
2022-12-22-16:40,22.4
2022-12-22-16:55,22.51
2022-12-22-17:10,22.49
2022-12-22-17:25,22.42
2022-12-22-17:41,22.53
2022-12-22-17:56,22.5
2022-12-22-18:11,22.53
2022-12-22-18:26,22.52
2022-12-22-18:41,22.55
2022-12-22-18:56,22.44
2022-12-22-19:11,22.59
2022-12-22-19:26,22.44
2022-12-22-19:41,22.56
2022-12-22-19:56,22.6
2022-12-22-20:11,22.51
2022-12-22-20:26,22.44
2022-12-22-20:41,22.42
2022-12-22-20:56,22.48
2022-12-22-21:11,22.59
2022-12-22-21:27,22.42
2022-12-22-21:42,22.49
2022-12-22-21:57,22.46
2022-12-22-22:12,22.43
2022-12-22-22:27,22.51
2022-12-22-22:42,22.5
2022-12-22-22:57,22.42
2022-12-22-23:12,22.4
2022-12-22-23:27,22.59
2022-12-22-23:42,22.49
2022-12-22-23:57,22.58
2022-12-23-0:7,22.52
2022-12-23-0:22,22.55
2022-12-23-0:37,22.53
2022-12-23-0:52,22.5
2022-12-23-1:7,22.56
2022-12-23-1:22,22.45
2022-12-23-1:37,22.49
2022-12-23-1:53,22.53
2022-12-23-2:8,22.42
2022-12-23-2:23,22.57
2022-12-23-2:38,22.54
2022-12-23-2:53,22.58
2022-12-23-3:8,22.5
2022-12-23-3:23,22.41
2022-12-23-3:38,22.44
2022-12-23-3:53,22.56
2022-12-23-4:8,22.42
2022-12-23-4:23,22.45
2022-12-23-4:38,22.51
2022-12-23-4:53,22.57
2022-12-23-5:8,22.59
2022-12-23-5:23,22.53
2022-12-23-5:38,22.54
2022-12-23-5:53,22.51
2022-12-23-6:8,22.58
2022-12-23-6:23,22.44
2022-12-23-6:38,22.59
2022-12-23-6:53,22.53
2022-12-23-7:8,22.49
2022-12-23-7:24,22.58
2022-12-23-7:39,22.43
2022-12-23-7:54,22.47
2022-12-23-8:9,22.49
2022-12-23-8:24,22.51
2022-12-23-8:39,22.46
2022-12-23-8:54,22.49
2022-12-23-9:9,22.47
2022-12-23-9:24,22.45
2022-12-23-9:39,22.51
2022-12-23-9:54,22.53
2022-12-23-10:9,22.46
2022-12-23-10:24,22.48
2022-12-23-10:39,22.47
2022-12-23-10:54,22.52
2022-12-23-11:9,22.54
2022-12-23-11:24,22.43
2022-12-23-11:39,22.51
2022-12-23-11:55,22.48
2022-12-23-12:10,22.58
2022-12-23-12:25,22.57
2022-12-23-12:40,22.42
2022-12-23-12:55,22.42
2022-12-23-13:10,22.44
2022-12-23-13:25,22.5
2022-12-23-13:40,22.6
2022-12-23-13:55,22.55
2022-12-23-14:10,22.51
2022-12-23-14:25,22.58
2022-12-23-14:40,22.41
2022-12-23-14:55,22.43
2022-12-23-15:10,22.52
2022-12-23-15:25,22.51
2022-12-23-15:40,22.46
2022-12-23-15:55,22.5
2022-12-23-16:10,22.55
2022-12-23-16:25,22.52
2022-12-23-16:40,22.59
2022-12-23-16:55,22.46
2022-12-23-17:10,22.56
2022-12-23-17:25,22.49
2022-12-23-17:41,22.51
2022-12-23-17:56,22.55
2022-12-23-18:11,22.41
2022-12-23-18:26,22.48
2022-12-23-18:41,22.43
2022-12-23-18:56,22.54
2022-12-23-19:11,22.6
2022-12-23-19:26,22.59
2022-12-23-19:41,22.53
2022-12-23-19:56,22.59
2022-12-23-20:11,22.47
2022-12-23-20:26,22.4
2022-12-23-20:41,22.56
2022-12-23-20:56,22.6
2022-12-23-21:11,22.49
2022-12-23-21:27,22.57
2022-12-23-21:42,22.44
2022-12-23-21:57,22.56
2022-12-23-22:12,22.51
2022-12-23-22:27,22.53
2022-12-23-22:42,22.44
2022-12-23-22:57,22.53
2022-12-23-23:12,22.4
2022-12-23-23:27,22.59
2022-12-23-23:42,22.51
2022-12-23-23:57,22.58
2022-12-24-0:7,22.52
2022-12-24-0:22,22.46
2022-12-24-0:37,22.49
2022-12-24-0:52,22.53
2022-12-24-1:7,22.46
2022-12-24-1:22,22.48
2022-12-24-1:37,22.51
2022-12-24-1:53,22.48
2022-12-24-2:8,22.43
2022-12-24-2:23,22.55
2022-12-24-2:38,22.59
2022-12-24-2:53,22.49
2022-12-24-3:8,22.58
2022-12-24-3:23,22.46
2022-12-24-3:38,22.47
2022-12-24-3:53,22.47
2022-12-24-4:8,22.43
2022-12-24-4:23,22.45
2022-12-24-4:38,22.57
2022-12-24-4:53,22.51
2022-12-24-5:8,22.5
2022-12-24-5:23,22.48
2022-12-24-5:38,22.44
2022-12-24-5:53,22.43
2022-12-24-6:8,22.4
2022-12-24-6:23,22.44
2022-12-24-6:38,22.53
2022-12-24-6:53,22.59
2022-12-24-7:8,22.59
2022-12-24-7:24,22.49
2022-12-24-7:39,22.51
2022-12-24-7:54,22.46
2022-12-24-8:9,22.52
2022-12-24-8:24,22.57
2022-12-24-8:39,22.44
2022-12-24-8:54,22.45
2022-12-24-9:9,22.5
2022-12-24-9:24,22.55
2022-12-24-9:39,22.59
2022-12-24-9:54,22.58
2022-12-24-10:9,22.55
2022-12-24-10:24,22.53
2022-12-24-10:39,22.46
2022-12-24-10:54,22.48
2022-12-24-11:9,22.51
2022-12-24-11:24,22.57
2022-12-24-11:39,22.54
2022-12-24-11:55,22.51
2022-12-24-12:10,22.58
2022-12-24-12:25,22.5
2022-12-24-12:40,22.49
2022-12-24-12:55,22.59
2022-12-24-13:10,22.53
2022-12-24-13:25,22.42
2022-12-24-13:40,22.48
2022-12-24-13:55,22.51
2022-12-24-14:10,22.42
2022-12-24-14:25,22.5
2022-12-24-14:40,22.56
2022-12-24-14:55,22.42
2022-12-24-15:10,22.43
2022-12-24-15:25,22.41
2022-12-24-15:40,22.56
2022-12-24-15:55,22.5
2022-12-24-16:10,22.59
2022-12-24-16:25,22.54
2022-12-24-16:40,22.53
2022-12-24-16:55,22.58
2022-12-24-17:10,22.52
2022-12-24-17:25,22.53
2022-12-24-17:41,22.47
2022-12-24-17:56,22.58
2022-12-24-18:11,22.59
2022-12-24-18:26,22.59
2022-12-24-18:41,22.42
2022-12-24-18:56,22.43
2022-12-24-19:11,22.55
2022-12-24-19:26,22.53
2022-12-24-19:41,22.43
2022-12-24-19:56,22.57
2022-12-24-20:11,22.54
2022-12-24-20:26,22.46
2022-12-24-20:41,22.54
2022-12-24-20:56,22.48
2022-12-24-21:11,22.43
2022-12-24-21:27,22.59
2022-12-24-21:42,22.51
2022-12-24-21:57,22.5
2022-12-24-22:12,22.58
2022-12-24-22:27,22.52
2022-12-24-22:42,22.48
2022-12-24-22:57,22.58
2022-12-24-23:12,22.45
2022-12-24-23:27,22.47
2022-12-24-23:42,22.51
2022-12-24-23:57,22.56
2022-12-25-0:7,22.56
2022-12-25-0:22,22.56
2022-12-25-0:37,22.58
2022-12-25-0:52,22.57
2022-12-25-1:7,22.5
2022-12-25-1:22,22.47
2022-12-25-1:37,22.5
2022-12-25-1:53,22.48
2022-12-25-2:8,22.52
2022-12-25-2:23,22.55
2022-12-25-2:38,22.59
2022-12-25-2:53,22.43
2022-12-25-3:8,22.44
2022-12-25-3:23,22.48
2022-12-25-3:38,22.47
2022-12-25-3:53,22.41
2022-12-25-4:8,22.49
2022-12-25-4:23,22.46
2022-12-25-4:38,22.54
2022-12-25-4:53,22.49
2022-12-25-5:8,22.58
2022-12-25-5:23,22.47
2022-12-25-5:38,22.56
2022-12-25-5:53,22.43
2022-12-25-6:8,22.52
2022-12-25-6:23,22.43
2022-12-25-6:38,22.45
2022-12-25-6:53,22.42
2022-12-25-7:8,22.47
2022-12-25-7:24,22.57
2022-12-25-7:39,22.52
2022-12-25-7:54,22.6
2022-12-25-8:9,22.41
2022-12-25-8:24,22.54
2022-12-25-8:39,22.51
2022-12-25-8:54,22.52
2022-12-25-9:9,22.53
2022-12-25-9:24,22.45
2022-12-25-9:39,22.59
2022-12-25-9:54,22.55
2022-12-25-10:9,22.52
2022-12-25-10:24,22.52
2022-12-25-10:39,22.53
2022-12-25-10:54,22.46
2022-12-25-11:9,22.58
2022-12-25-11:24,22.52
2022-12-25-11:39,22.57
2022-12-25-11:55,22.43
2022-12-25-12:10,22.45
2022-12-25-12:25,22.59
2022-12-25-12:40,22.54
2022-12-25-12:55,22.51
2022-12-25-13:10,22.58
2022-12-25-13:25,22.53
2022-12-25-13:40,22.44
2022-12-25-13:55,22.49
2022-12-25-14:10,22.44
2022-12-25-14:25,22.45
2022-12-25-14:40,22.55
2022-12-25-14:55,22.47
2022-12-25-15:10,22.44
2022-12-25-15:25,22.51
2022-12-25-15:40,22.44
2022-12-25-15:55,22.42
2022-12-25-16:10,22.46
2022-12-25-16:25,22.5
2022-12-25-16:40,22.43
2022-12-25-16:55,22.58
2022-12-25-17:10,22.46
2022-12-25-17:25,22.56
2022-12-25-17:41,22.48
2022-12-25-17:56,22.49
2022-12-25-18:11,22.51
2022-12-25-18:26,22.6
2022-12-25-18:41,22.43
2022-12-25-18:56,22.48
2022-12-25-19:11,22.55
2022-12-25-19:26,22.57
2022-12-25-19:41,22.57
2022-12-25-19:56,22.47
2022-12-25-20:11,22.57
2022-12-25-20:26,22.54
2022-12-25-20:41,22.48
2022-12-25-20:56,22.45
2022-12-25-21:11,22.58
2022-12-25-21:27,22.51
2022-12-25-21:42,22.44
2022-12-25-21:57,22.5
2022-12-25-22:12,22.43
2022-12-25-22:27,22.52
2022-12-25-22:42,22.59
2022-12-25-22:57,22.42
2022-12-25-23:12,22.5
2022-12-25-23:27,22.59
2022-12-25-23:42,22.48
2022-12-25-23:57,22.53
2022-12-26-0:7,22.46
2022-12-26-0:22,22.51
2022-12-26-0:37,22.45
2022-12-26-0:52,22.45
2022-12-26-1:7,22.54
2022-12-26-1:22,22.43
2022-12-26-1:37,22.51
2022-12-26-1:53,22.51
2022-12-26-2:8,22.56
2022-12-26-2:23,22.52
2022-12-26-2:38,22.57
2022-12-26-2:53,22.54
2022-12-26-3:8,22.41
2022-12-26-3:23,22.53
2022-12-26-3:38,22.43
2022-12-26-3:53,22.49
2022-12-26-4:8,22.49
2022-12-26-4:23,22.45
2022-12-26-4:38,22.56
2022-12-26-4:53,22.55
2022-12-26-5:8,22.54
2022-12-26-5:23,22.54
2022-12-26-5:38,22.41
2022-12-26-5:53,22.44
2022-12-26-6:8,22.57
2022-12-26-6:23,22.59
2022-12-26-6:38,22.54
2022-12-26-6:53,22.53
2022-12-26-7:8,22.47
2022-12-26-7:24,22.5
2022-12-26-7:39,22.47
2022-12-26-7:54,22.42
2022-12-26-8:9,22.6
2022-12-26-8:24,22.44
2022-12-26-8:39,22.52
2022-12-26-8:54,22.53
2022-12-26-9:9,22.59
2022-12-26-9:24,22.49
2022-12-26-9:39,22.42
2022-12-26-9:54,22.56
2022-12-26-10:9,22.49
2022-12-26-10:24,22.4
2022-12-26-10:39,22.58
2022-12-26-10:54,22.58
2022-12-26-11:9,22.55
2022-12-26-11:24,22.43
2022-12-26-11:39,22.5
2022-12-26-11:55,22.47
2022-12-26-12:10,22.48
2022-12-26-12:25,22.43
2022-12-26-12:40,22.57
2022-12-26-12:55,22.59
2022-12-26-13:10,22.58
2022-12-26-13:25,22.54
2022-12-26-13:40,22.45
2022-12-26-13:55,22.59
2022-12-26-14:10,22.44
2022-12-26-14:25,22.58
2022-12-26-14:40,22.56
2022-12-26-14:55,22.43
2022-12-26-15:10,22.58
2022-12-26-15:25,22.51
2022-12-26-15:40,22.45
2022-12-26-15:55,22.43
2022-12-26-16:10,22.5
2022-12-26-16:25,22.49
2022-12-26-16:40,22.44
2022-12-26-16:55,22.4
2022-12-26-17:10,22.54
2022-12-26-17:25,22.52
2022-12-26-17:41,22.5
2022-12-26-17:56,22.51
2022-12-26-18:11,22.45
2022-12-26-18:26,22.5
2022-12-26-18:41,22.51
2022-12-26-18:56,22.57
2022-12-26-19:11,22.44
2022-12-26-19:26,22.54
2022-12-26-19:41,22.51
2022-12-26-19:56,22.4
2022-12-26-20:11,22.44
2022-12-26-20:26,22.46
2022-12-26-20:41,22.58
2022-12-26-20:56,22.43
2022-12-26-21:11,22.56
2022-12-26-21:27,22.54
2022-12-26-21:42,22.53
2022-12-26-21:57,22.47
2022-12-26-22:12,22.55
2022-12-26-22:27,22.42
2022-12-26-22:42,22.52
2022-12-26-22:57,22.53
2022-12-26-23:12,22.5
2022-12-26-23:27,22.54
2022-12-26-23:42,22.49
2022-12-26-23:57,22.44
2022-12-27-0:7,22.6
2022-12-27-0:22,22.5
2022-12-27-0:37,22.49
2022-12-27-0:52,22.51
2022-12-27-1:7,22.5
2022-12-27-1:22,22.47
2022-12-27-1:37,22.5
2022-12-27-1:53,22.52
2022-12-27-2:8,22.47
2022-12-27-2:23,22.42
2022-12-27-2:38,22.51
2022-12-27-2:53,22.44
2022-12-27-3:8,22.42
2022-12-27-3:23,22.47
2022-12-27-3:38,22.52
2022-12-27-3:53,22.53
2022-12-27-4:8,22.51
2022-12-27-4:23,22.53
2022-12-27-4:38,22.47
2022-12-27-4:53,22.53
2022-12-27-5:8,22.47
2022-12-27-5:23,22.49
2022-12-27-5:38,22.41
2022-12-27-5:53,22.42
2022-12-27-6:8,22.5
2022-12-27-6:23,22.48
2022-12-27-6:38,22.53
2022-12-27-6:53,22.49
2022-12-27-7:8,22.46
2022-12-27-7:24,22.4
2022-12-27-7:39,22.43
2022-12-27-7:54,22.48
2022-12-27-8:9,22.52
2022-12-27-8:24,22.55
2022-12-27-8:39,22.44
2022-12-27-8:54,22.5
2022-12-27-9:9,22.55
2022-12-27-9:24,22.51
2022-12-27-9:39,22.56
2022-12-27-9:54,22.58
2022-12-27-10:9,22.57
2022-12-27-10:24,22.58
2022-12-27-10:39,22.54
2022-12-27-10:54,22.55
2022-12-27-11:9,22.53
2022-12-27-11:24,22.44
2022-12-27-11:39,22.56
2022-12-27-11:55,22.58
2022-12-27-12:10,22.57
2022-12-27-12:25,22.57
2022-12-27-12:40,22.51
2022-12-27-12:55,22.5
2022-12-27-13:10,22.53
2022-12-27-13:25,22.6
2022-12-27-13:40,22.45
2022-12-27-13:55,22.56
2022-12-27-14:10,22.58
2022-12-27-14:25,22.59
2022-12-27-14:40,22.53
2022-12-27-14:55,22.57
2022-12-27-15:10,22.45
2022-12-27-15:25,22.47
2022-12-27-15:40,22.49
2022-12-27-15:55,22.52
2022-12-27-16:10,22.46
2022-12-27-16:25,22.51
2022-12-27-16:40,22.51
2022-12-27-16:55,22.48
2022-12-27-17:10,22.52
2022-12-27-17:25,22.46
2022-12-27-17:41,22.53
2022-12-27-17:56,22.58
2022-12-27-18:11,22.5
2022-12-27-18:26,22.45
